,chain,Tg
0,0.0,340.5
0,1.0,340.0
0,2.0,366.5
0,3.0,350.5
0,4.0,360.0
0,5.0,330.5
0,6.0,365.0
0,7.0,340.0
0,8.0,350.0
0,9.0,310.0
0,10.0,340.0
0,11.0,330.0
0,12.0,360.0
0,13.0,350.0
0,14.0,370.0
0,15.0,370.0
0,16.0,363.5
0,17.0,350.5
0,18.0,310.0
0,19.0,311.0
0,20.0,370.0
0,21.0,350.0
0,22.0,350.5
0,23.0,289.5
0,24.0,340.5
1,mean,344.34
