chain,best_n_clusters,best_silhouette_score,best_Tg
0,4,0.8102881908416748,404.0
1,7,0.8398191928863525,449.5
2,5,0.9556466341018677,450.0
3,4,0.8921311497688293,361.0
4,5,0.8871471285820007,400.5
5,2,0.9431915283203125,446.5
6,5,0.8542903065681458,376.5
7,4,0.9412935972213745,450.0
8,4,0.9317899346351624,449.0
9,4,0.9585047364234924,470.0
10,2,0.8724787831306458,457.5
11,2,0.9296314120292664,470.0
12,3,0.8180951476097107,444.5
13,2,0.7979209423065186,510.0
14,2,0.9306321740150452,460.5
15,5,0.9315481185913086,440.0
16,2,0.9752094745635986,450.0
17,4,0.8155728578567505,440.5
18,4,0.8653026223182678,462.0
19,4,0.8171442747116089,470.0
20,2,0.7004863619804382,484.0
21,2,0.7944661974906921,520.0
22,2,0.9337263703346252,465.5
23,3,0.9043665528297424,504.5
24,3,0.9057276248931885,449.5
