,chain,Tg
0,0.0,345.0
0,1.0,380.0
0,2.0,204.0
0,3.0,300.0
0,4.0,202.5
0,5.0,201.0
0,6.0,283.5
0,7.0,200.5
0,8.0,277.5
0,9.0,202.5
0,10.0,330.0
0,11.0,260.5
0,12.0,329.0
0,13.0,201.0
0,14.0,370.0
0,15.0,307.5
0,16.0,310.0
0,17.0,359.0
0,18.0,263.0
0,19.0,428.0
0,20.0,346.5
0,21.0,200.5
0,22.0,214.5
0,23.0,307.0
0,24.0,224.5
1,mean,281.9
