,chain,Tg
0,0.0,340.0
0,1.0,330.0
0,2.0,310.0
0,3.0,340.0
0,4.0,310.0
0,5.0,320.0
0,6.0,224.0
0,7.0,301.5
0,8.0,321.5
0,9.0,359.5
0,10.0,363.5
0,11.0,390.0
0,12.0,310.0
0,13.0,320.0
0,14.0,360.0
0,15.0,320.0
0,16.0,350.0
0,17.0,354.0
0,18.0,321.5
0,19.0,340.0
0,20.0,250.0
0,21.0,360.0
0,22.0,250.0
0,23.0,310.0
0,24.0,310.0
1,mean,322.62
