,chain,Tg
0,0.0,200.5
0,1.0,360.0
0,2.0,203.5
0,3.0,220.0
0,4.0,214.0
0,5.0,202.5
0,6.0,200.5
0,7.0,202.0
0,8.0,385.5
0,9.0,288.0
0,10.0,203.0
0,11.0,203.5
0,12.0,340.0
0,13.0,201.0
0,14.0,213.5
0,15.0,327.5
0,16.0,364.0
0,17.0,215.0
0,18.0,363.0
0,19.0,205.5
0,20.0,360.0
0,21.0,360.0
0,22.0,222.5
0,23.0,241.0
0,24.0,285.5
1,mean,263.26
