,chain,Tg
0,0.0,280.0
0,1.0,449.5
0,2.0,450.0
0,3.0,352.5
0,4.0,400.5
0,5.0,253.0
0,6.0,351.5
0,7.0,270.0
0,8.0,289.5
0,9.0,253.5
0,10.0,326.0
0,11.0,269.5
0,12.0,430.0
0,13.0,250.5
0,14.0,343.0
0,15.0,440.0
0,16.0,338.5
0,17.0,417.0
0,18.0,404.5
0,19.0,370.5
0,20.0,255.0
0,21.0,285.5
0,22.0,400.5
0,23.0,250.5
0,24.0,440.0
1,mean,342.84
