,chain,Tg
0,0.0,253.5
0,1.0,200.5
0,2.0,232.0
0,3.0,200.5
0,4.0,390.0
0,5.0,267.0
0,6.0,339.5
0,7.0,207.0
0,8.0,203.0
0,9.0,345.0
0,10.0,201.5
0,11.0,296.0
0,12.0,440.0
0,13.0,282.5
0,14.0,209.5
0,15.0,231.5
0,16.0,201.0
0,17.0,207.0
0,18.0,264.0
0,19.0,272.5
0,20.0,330.5
0,21.0,300.0
0,22.0,311.5
0,23.0,201.0
0,24.0,233.0
1,mean,264.78
