,chain,Tg
0,0.0,283.0
0,1.0,310.5
0,2.0,330.0
0,3.0,360.0
0,4.0,280.5
0,5.0,205.0
0,6.0,327.0
0,7.0,344.0
0,8.0,290.0
0,9.0,290.5
0,10.0,290.0
0,11.0,330.0
0,12.0,355.0
0,13.0,289.0
0,14.0,250.5
0,15.0,350.0
0,16.0,237.5
0,17.0,350.0
0,18.0,380.0
0,19.0,330.0
0,20.0,317.5
0,21.0,344.5
0,22.0,350.0
0,23.0,340.0
0,24.0,360.0
1,mean,315.78
