chain,best_n_clusters,best_silhouette_score,best_Tg
0,5,0.8272324800491333,340.0
1,4,0.8868305683135986,350.0
2,9,0.8821816444396973,250.0
3,6,0.8180079460144043,296.0
4,4,0.8275167942047119,340.0
5,2,0.7783930897712708,340.0
6,5,0.8730646371841431,331.5
7,4,0.8488625884056091,380.0
8,6,0.8314518928527832,340.0
9,9,0.8750623464584351,320.0
10,5,0.9100335836410522,320.0
11,8,0.8339561820030212,260.0
12,9,0.8167871832847595,305.0
13,4,0.8538122773170471,330.0
14,5,0.8411605954170227,310.0
15,5,0.8730968236923218,340.0
16,2,0.8153602480888367,400.0
17,8,0.8123000860214233,310.0
18,5,0.8850335478782654,320.0
19,5,0.9005473256111145,330.0
20,4,0.8541714549064636,330.0
21,6,0.8524035811424255,320.5
22,2,0.8654831647872925,400.0
23,9,0.8404918909072876,320.0
24,8,0.8458903431892395,290.0
