,chain,Tg
0,0.0,300.0
0,1.0,360.0
0,2.0,305.0
0,3.0,342.5
0,4.0,317.0
0,5.0,360.0
0,6.0,342.5
0,7.0,370.0
0,8.0,315.5
0,9.0,300.0
0,10.0,360.0
0,11.0,318.5
0,12.0,360.0
0,13.0,307.5
0,14.0,370.0
0,15.0,360.0
0,16.0,370.0
0,17.0,362.5
0,18.0,336.0
0,19.0,320.0
0,20.0,306.0
0,21.0,319.0
0,22.0,317.5
0,23.0,310.0
0,24.0,310.0
1,mean,333.58
