temp,UMAP1,UMAP2,Cluster,Grid_X,Grid_Y,State
200.0,8.362929,-3.8954487,3,0,-1,glassy
200.5,8.338992,-3.6526432,3,0,-1,glassy
201.0,8.006561,-3.429658,3,0,-1,glassy
201.5,8.496214,-3.7056882,3,0,-1,glassy
202.0,8.480984,-3.4730635,3,0,-1,glassy
202.5,8.232515,-3.4896173,3,0,-1,glassy
203.0,8.682352,-3.8539796,3,0,-1,glassy
203.5,8.025912,-3.3780072,3,0,-1,glassy
204.0,7.8896346,-3.287662,3,0,-1,glassy
204.5,8.393363,-3.032204,3,0,-1,glassy
205.0,8.0822115,-3.211757,3,0,-1,glassy
205.5,8.293249,-3.2781157,3,0,-1,glassy
206.0,8.24834,-3.1389282,3,0,-1,glassy
206.5,8.32997,-2.9651883,3,0,-1,glassy
207.0,8.27961,-3.0531247,3,0,-1,glassy
207.5,7.565648,-3.2091877,3,0,-1,glassy
208.0,9.584238,-4.1227665,3,0,-1,glassy
208.5,9.089578,-3.9477804,3,0,-1,glassy
209.0,8.047699,-3.081907,3,0,-1,glassy
209.5,8.181843,-2.7175431,3,0,-1,glassy
210.0,8.098095,-3.5564191,3,0,-1,glassy
210.5,7.8851132,-3.4814434,3,0,-1,glassy
211.0,8.292289,-3.4389174,3,0,-1,glassy
211.5,8.36745,-3.7048333,3,0,-1,glassy
212.0,7.955085,-3.9441926,3,0,-1,glassy
212.5,7.8054223,-4.036053,3,0,-1,glassy
213.0,7.8746996,-4.12772,3,0,-1,glassy
213.5,8.456715,-4.193572,3,0,-1,glassy
214.0,8.043752,-4.245497,3,0,-1,glassy
214.5,7.6090317,-3.9526963,3,0,-1,glassy
215.0,7.671741,-3.8815176,3,0,-1,glassy
215.5,8.322881,-4.1598606,3,0,-1,glassy
216.0,8.104477,-3.8040156,3,0,-1,glassy
216.5,7.8184476,-3.8574944,3,0,-1,glassy
217.0,8.12126,-3.9674935,3,0,-1,glassy
217.5,8.238585,-3.8906546,3,0,-1,glassy
218.0,8.3714075,-3.8012352,3,0,-1,glassy
218.5,9.196533,-4.367715,3,0,-1,glassy
219.0,8.888486,-4.19033,3,0,-1,glassy
219.5,7.647216,-3.7297332,3,0,-1,glassy
220.0,8.269661,-3.3294551,3,0,-1,glassy
220.5,8.556901,-3.3748884,3,0,-1,glassy
221.0,8.491333,-3.3043528,3,0,-1,glassy
221.5,8.194886,-4.0078454,3,0,-1,glassy
222.0,7.907403,-3.8372433,3,0,-1,glassy
222.5,7.6172333,-4.1934533,3,0,-1,glassy
223.0,7.5453167,-4.152851,3,0,-1,glassy
223.5,7.55245,-3.9643228,3,0,-1,glassy
224.0,8.431173,-3.0332422,3,0,-1,glassy
224.5,8.028475,-4.0396605,3,0,-1,glassy
225.0,7.5422277,-4.2421064,3,0,-1,glassy
225.5,8.235462,-3.5893695,3,0,-1,glassy
226.0,8.93315,-4.074642,3,0,-1,glassy
226.5,8.467892,-3.7940557,3,0,-1,glassy
227.0,7.9880404,-3.961177,3,0,-1,glassy
227.5,8.472591,-3.6325088,3,0,-1,glassy
228.0,8.310431,-4.4508195,3,0,-1,glassy
228.5,7.890645,-4.1667266,3,0,-1,glassy
229.0,7.6688185,-4.0449123,3,0,-1,glassy
229.5,7.9647536,-4.2983284,3,0,-1,glassy
230.0,8.095783,-3.2473454,3,0,-1,glassy
230.5,8.914825,-3.5438578,3,0,-1,glassy
231.0,8.706287,-3.41151,3,0,-1,glassy
231.5,8.736089,-3.4549968,3,0,-1,glassy
232.0,7.944544,-2.9483304,3,0,-1,glassy
232.5,8.004139,-3.4278457,3,0,-1,glassy
233.0,8.13581,-3.6280174,3,0,-1,glassy
233.5,8.648969,-3.4480984,3,0,-1,glassy
234.0,8.933115,-3.3115156,3,0,-1,glassy
234.5,7.965987,-3.386095,3,0,-1,glassy
235.0,9.5112505,-3.9128602,3,0,-1,glassy
235.5,7.6435585,-3.4049897,3,0,-1,glassy
236.0,7.733785,-3.3556144,3,0,-1,glassy
236.5,8.43842,-3.9734924,3,0,-1,glassy
237.0,7.98615,-3.1321225,3,0,-1,glassy
237.5,7.8848495,-3.5085182,3,0,-1,glassy
238.0,8.356294,-4.0568357,3,0,-1,glassy
238.5,8.463562,-2.9691172,3,0,-1,glassy
239.0,7.8764644,-3.2442434,3,0,-1,glassy
239.5,8.091523,-2.884702,3,0,-1,glassy
240.0,9.237144,-3.7754037,3,0,-1,glassy
240.5,8.638843,-3.695246,3,0,-1,glassy
241.0,9.14619,-3.5973136,3,0,-1,glassy
241.5,9.297606,-4.138713,3,0,-1,glassy
242.0,9.473801,-4.555133,3,0,-1,glassy
242.5,8.248575,-3.0315466,3,0,-1,glassy
243.0,9.55999,-4.5866866,3,0,-1,glassy
243.5,9.541861,-4.4989023,3,0,-1,glassy
244.0,7.584948,-3.8598113,3,0,-1,glassy
244.5,9.604579,-4.602827,3,0,-1,glassy
245.0,7.8840857,-4.2512755,3,0,-1,glassy
245.5,9.413736,-4.5891986,3,0,-1,glassy
246.0,9.241679,-4.832282,3,0,-1,glassy
246.5,9.411737,-4.7685795,3,0,-1,glassy
247.0,9.598152,-4.4293337,3,0,-1,glassy
247.5,9.513875,-4.3577375,3,0,-1,glassy
248.0,9.597694,-4.2215405,3,0,-1,glassy
248.5,9.004922,-4.496041,3,0,-1,glassy
249.0,8.137038,-3.1834111,3,0,-1,glassy
249.5,8.7320385,-4.293829,3,0,-1,glassy
250.0,9.044386,-4.8726315,3,0,-1,glassy
250.5,9.597674,-4.5799046,3,0,-1,glassy
251.0,9.609706,-4.3427744,3,0,-1,glassy
251.5,8.95661,-4.409802,3,0,-1,glassy
252.0,9.024013,-4.5782485,3,0,-1,glassy
252.5,9.362251,-4.450746,3,0,-1,glassy
253.0,8.113126,-3.060042,3,0,-1,glassy
253.5,8.98748,-3.3351047,3,0,-1,glassy
254.0,9.007146,-4.68219,3,0,-1,glassy
254.5,9.573679,-4.0372643,3,0,-1,glassy
255.0,8.508203,-2.5962138,3,0,-1,glassy
255.5,8.652608,-4.6394606,3,0,-1,glassy
256.0,8.181543,-4.4600167,3,0,-1,glassy
256.5,9.195082,-4.7618923,3,0,-1,glassy
257.0,8.76518,-4.246781,3,0,-1,glassy
257.5,8.957995,-4.110645,3,0,-1,glassy
258.0,7.6110177,-4.097216,3,0,-1,glassy
258.5,9.059274,-4.9495745,3,0,-1,glassy
259.0,9.402879,-4.674955,3,0,-1,glassy
259.5,9.123487,-4.410645,3,0,-1,glassy
260.0,8.196896,-4.576289,3,0,-1,glassy
260.5,8.417024,-4.2523518,3,0,-1,glassy
261.0,8.997424,-4.7254925,3,0,-1,glassy
261.5,9.506239,-4.065017,3,0,-1,glassy
262.0,8.761736,-4.807083,3,0,-1,glassy
262.5,9.252384,-4.2881885,3,0,-1,glassy
263.0,9.321421,-4.685169,3,0,-1,glassy
263.5,8.272263,-4.438753,3,0,-1,glassy
264.0,8.866422,-4.235265,3,0,-1,glassy
264.5,9.52155,-4.6112223,3,0,-1,glassy
265.0,9.205731,-4.9207816,3,0,-1,glassy
265.5,9.460417,-4.4688387,3,0,-1,glassy
266.0,9.140175,-4.3367248,3,0,-1,glassy
266.5,8.509951,-3.4089692,3,0,-1,glassy
267.0,8.240029,-3.813565,3,0,-1,glassy
267.5,8.899731,-3.7078815,3,0,-1,glassy
268.0,7.932946,-3.0809505,3,0,-1,glassy
268.5,9.267933,-4.8539996,3,0,-1,glassy
269.0,9.360159,-4.8021507,3,0,-1,glassy
269.5,9.343923,-4.935324,3,0,-1,glassy
270.0,9.370911,-4.1155114,3,0,-1,glassy
270.5,8.096544,-2.4845624,3,0,-1,glassy
271.0,9.341421,-3.810766,3,0,-1,glassy
271.5,8.718319,-2.5113127,3,0,-1,glassy
272.0,7.387333,-3.364487,3,0,-1,glassy
272.5,7.533967,-3.2390194,3,0,-1,glassy
273.0,8.840039,-4.5120387,3,0,-1,glassy
273.5,8.180106,-4.0676465,3,0,-1,glassy
274.0,8.664144,-3.1348066,3,0,-1,glassy
274.5,8.237245,-3.0514448,3,0,-1,glassy
275.0,9.632683,-4.4928317,3,0,-1,glassy
275.5,9.335958,-3.8546183,3,0,-1,glassy
276.0,7.7992735,-3.8803313,3,0,-1,glassy
276.5,7.4369636,-3.6277895,3,0,-1,glassy
277.0,8.612797,-4.5805426,3,0,-1,glassy
277.5,8.070537,-2.5941925,3,0,-1,glassy
278.0,7.9052205,-2.9885447,3,0,-1,glassy
278.5,8.716469,-3.8251479,3,0,-1,glassy
279.0,8.179676,-4.350776,3,0,-1,glassy
279.5,7.5590234,-3.2454243,3,0,-1,glassy
280.0,8.579705,-2.4443836,3,0,-1,glassy
280.5,8.588367,-2.3078637,3,0,-1,glassy
281.0,8.024693,-2.2150092,3,0,-1,glassy
281.5,7.7527266,-2.626815,3,0,-1,glassy
282.0,7.8222923,-2.6361203,3,0,-1,glassy
282.5,8.3786,-2.6678054,3,0,-1,glassy
283.0,9.679583,-3.3631277,3,0,-1,glassy
283.5,8.072747,-2.2155921,3,0,-1,glassy
284.0,9.694397,-3.4737911,3,0,-1,glassy
284.5,8.338569,-2.0437193,3,0,-1,glassy
285.0,8.107876,-2.2631254,3,0,-1,glassy
285.5,8.46165,-2.0667768,3,0,-1,glassy
286.0,8.333855,-1.9851774,3,0,-1,glassy
286.5,8.134884,-2.0559108,3,0,-1,glassy
287.0,8.756853,-2.270364,3,0,-1,glassy
287.5,8.334437,-2.0924757,3,0,-1,glassy
288.0,8.312137,-2.012535,3,0,-1,glassy
288.5,8.401684,-2.050375,3,0,-1,glassy
289.0,8.275864,-2.0780287,3,0,-1,glassy
289.5,8.180702,-2.241999,3,0,-1,glassy
290.0,8.826088,-2.5648193,3,0,-1,glassy
290.5,9.559141,-3.3395422,3,0,-1,glassy
291.0,9.880252,-4.261615,3,0,-1,glassy
291.5,8.072949,-4.463042,3,0,-1,glassy
292.0,9.061867,-3.212152,3,0,-1,glassy
292.5,7.453576,-3.7411923,3,0,-1,glassy
293.0,9.21033,-2.7846947,3,0,-1,glassy
293.5,9.299676,-2.9261792,3,0,-1,glassy
294.0,9.22806,-2.9379761,3,0,-1,glassy
294.5,9.1729965,-2.818679,3,0,-1,glassy
295.0,9.536431,-3.061865,3,0,-1,glassy
295.5,9.547694,-3.0752044,3,0,-1,glassy
296.0,7.518004,-3.238452,3,0,-1,glassy
296.5,9.291509,-3.3492045,3,0,-1,glassy
297.0,7.831942,-3.1499724,3,0,-1,glassy
297.5,9.031511,-2.7759855,3,0,-1,glassy
298.0,8.884388,-3.0171921,3,0,-1,glassy
298.5,9.012249,-3.2532878,3,0,-1,glassy
299.0,8.852417,-2.632502,3,0,-1,glassy
299.5,8.718719,-2.9226577,3,0,-1,glassy
300.0,9.155261,-2.7974138,3,0,-1,glassy
300.5,9.339281,-2.8869524,3,0,-1,glassy
301.0,8.958701,-2.621891,3,0,-1,glassy
301.5,9.08755,-2.6617289,3,0,-1,glassy
302.0,9.056368,-2.6057425,3,0,-1,glassy
302.5,9.02259,-2.7162263,3,0,-1,glassy
303.0,9.698825,-3.5306764,3,0,-1,glassy
303.5,8.907474,-2.9905336,3,0,-1,glassy
304.0,9.692863,-3.4412174,3,0,-1,glassy
304.5,8.93189,-3.3773263,3,0,-1,glassy
305.0,9.416702,-2.9868853,3,0,-1,glassy
305.5,9.09649,-2.6458821,3,0,-1,glassy
306.0,8.547265,-2.6097763,3,0,-1,glassy
306.5,8.7893915,-3.1292775,3,0,-1,glassy
