chain,best_n_clusters,best_silhouette_score,best_Tg
0,6,0.9357738494873047,341.0
1,4,0.7619507312774658,338.5
2,6,0.636698305606842,306.0
3,2,0.7461384534835815,430.0
4,2,0.748196542263031,388.5
5,4,0.6645318865776062,350.0
6,2,0.6207112073898315,387.0
7,5,0.5885283946990967,210.0
8,2,0.7149809002876282,
9,2,0.8559603095054626,386.5
10,5,0.8169005513191223,331.0
11,2,0.9066775441169739,455.0
12,3,0.8323880434036255,369.5
13,8,0.6420693397521973,270.0
14,4,0.7225762009620667,330.5
15,2,0.6977102160453796,409.0
16,2,0.6124725341796875,382.5
17,6,0.8027916550636292,340.0
18,2,0.8078007102012634,380.0
19,3,0.8547703623771667,364.5
20,2,0.8690954446792603,387.0
21,2,0.7286618947982788,388.0
22,2,0.5643237233161926,280.0
23,3,0.48356929421424866,238.0
24,2,0.5819175839424133,266.0
