chain,best_n_clusters,best_silhouette_score,best_Tg
0,2,0.6895310282707214,400.0
1,2,0.6348204612731934,409.5
2,3,0.7479395270347595,299.0
3,2,0.6049367189407349,390.0
4,6,0.8906711339950562,390.0
5,7,0.5517092943191528,233.5
6,2,0.8450125455856323,403.5
7,2,0.624794065952301,390.0
8,3,0.4821396470069885,350.0
9,2,0.8744120001792908,355.0
10,2,0.6387357711791992,420.0
11,3,0.8049969673156738,380.5
12,4,0.6869165301322937,350.0
13,2,0.5845983624458313,425.0
14,3,0.63407963514328,211.0
15,2,0.6078671813011169,403.5
16,2,0.7523884177207947,480.0
17,2,0.6630678772926331,408.0
18,5,0.853100061416626,299.5
19,3,0.8809430599212646,420.0
20,7,0.8628219962120056,320.0
21,5,0.891758382320404,300.0
22,6,0.7374526262283325,260.0
23,2,0.7088148593902588,415.0
24,2,0.8063269853591919,250.0
