,chain,Tg
0,0.0,300.0
0,1.0,258.5
0,2.0,424.0
0,3.0,390.0
0,4.0,339.5
0,5.0,430.0
0,6.0,319.0
0,7.0,350.0
0,8.0,289.0
0,9.0,309.5
0,10.0,251.0
0,11.0,346.5
0,12.0,412.0
0,13.0,254.0
0,14.0,395.0
0,15.0,275.0
0,16.0,361.0
0,17.0,346.0
0,18.0,253.5
0,19.0,252.5
0,20.0,298.0
0,21.0,348.5
0,22.0,257.5
0,23.0,357.0
0,24.0,340.5
1,mean,326.3
