,chain,Tg
0,0.0,330.0
0,1.0,280.0
0,2.0,329.5
0,3.0,327.5
0,4.0,318.5
0,5.0,269.5
0,6.0,294.0
0,7.0,302.5
0,8.0,204.0
0,9.0,346.0
0,10.0,325.5
0,11.0,302.5
0,12.0,281.0
0,13.0,280.0
0,14.0,212.5
0,15.0,200.5
0,16.0,270.0
0,17.0,330.0
0,18.0,341.5
0,19.0,269.5
0,20.0,320.0
0,21.0,296.0
0,22.0,330.0
0,23.0,409.0
0,24.0,299.5
1,mean,298.76
