chain,best_n_clusters,best_silhouette_score,best_Tg
0,9,0.6738917827606201,500.0
1,5,0.7107570171356201,323.5
2,5,0.6030682921409607,251.0
3,3,0.5759548544883728,250.0
4,2,0.7934823632240295,419.5
5,5,0.8160957098007202,330.0
6,3,0.5944393873214722,358.5
7,9,0.7999867796897888,301.0
8,3,0.7637602090835571,370.0
9,10,0.8247539401054382,301.0
10,9,0.8397329449653625,302.0
11,6,0.5496718287467957,282.0
12,3,0.7208138704299927,371.5
13,3,0.834821879863739,364.5
14,4,0.82817143201828,
15,5,0.8098601698875427,390.0
16,2,0.6760312914848328,400.0
17,2,0.8228626251220703,410.0
18,7,0.7584009170532227,272.0
19,2,0.8369536399841309,400.0
20,2,0.4941040575504303,412.5
21,2,0.8676210641860962,380.0
22,4,0.8646273016929626,333.5
23,2,0.64354008436203,322.5
24,2,0.6465632915496826,
