,chain,Tg
0,0.0,354.5
0,1.0,313.5
0,2.0,290.0
0,3.0,323.5
0,4.0,360.0
0,5.0,340.0
0,6.0,340.0
0,7.0,338.5
0,8.0,317.5
0,9.0,360.0
0,10.0,330.0
0,11.0,328.5
0,12.0,314.0
0,13.0,312.0
0,14.0,314.0
0,15.0,350.5
0,16.0,245.5
0,17.0,350.0
0,18.0,360.0
0,19.0,315.0
0,20.0,350.5
0,21.0,340.0
0,22.0,312.0
0,23.0,330.0
0,24.0,341.0
1,mean,329.22
