,chain,Tg
0,0.0,310.5
0,1.0,295.0
0,2.0,330.0
0,3.0,290.0
0,4.0,336.5
0,5.0,310.5
0,6.0,310.5
0,7.0,410.0
0,8.0,331.5
0,9.0,299.0
0,10.0,338.0
0,11.0,340.0
0,12.0,350.0
0,13.0,340.0
0,14.0,330.0
0,15.0,340.0
0,16.0,330.0
0,17.0,290.0
0,18.0,340.0
0,19.0,330.0
0,20.0,309.0
0,21.0,330.0
0,22.0,330.0
0,23.0,330.0
0,24.0,310.5
1,mean,326.44
