,chain,Tg
0,0.0,327.5
0,1.0,253.5
0,2.0,290.5
0,3.0,312.5
0,4.0,207.0
0,5.0,281.5
0,6.0,360.0
0,7.0,331.0
0,8.0,200.5
0,9.0,286.5
0,10.0,319.0
0,11.0,223.5
0,12.0,310.0
0,13.0,220.0
0,14.0,343.5
0,15.0,369.5
0,16.0,253.5
0,17.0,261.0
0,18.0,202.5
0,19.0,213.0
0,20.0,253.5
0,21.0,322.5
0,22.0,263.0
0,23.0,295.0
0,24.0,206.5
1,mean,276.26
