UMAP1,UMAP2,temp
25.662909,-60.4377,200.0
25.181875,-60.508434,200.5
25.619722,-60.538193,201.0
24.676657,-59.14765,201.5
24.739399,-59.535206,202.0
25.254148,-59.976162,202.5
25.410093,-60.311344,203.0
25.779902,-60.60778,203.5
25.243544,-59.600292,204.0
25.752653,-60.00392,204.5
25.68849,-60.07634,205.0
25.851526,-60.04216,205.5
24.948374,-59.25273,206.0
25.533056,-60.41048,206.5
24.960564,-59.223732,207.0
25.736654,-60.483627,207.5
25.180826,-59.645893,208.0
24.940817,-60.003944,208.5
24.885756,-59.186485,209.0
25.818247,-59.87623,209.5
26.149359,-60.497612,210.0
25.13372,-59.36136,210.5
24.615437,-60.031334,211.0
25.98844,-60.51126,211.5
24.833225,-59.346577,212.0
24.681286,-59.35323,212.5
26.060246,-60.919903,213.0
25.894215,-60.560413,213.5
26.266872,-60.685715,214.0
25.374699,-60.718456,214.5
24.381796,-60.120735,215.0
26.309534,-60.583374,215.5
24.737202,-59.2677,216.0
25.132513,-59.078358,216.5
25.696053,-60.298775,217.0
25.56615,-60.1636,217.5
24.939157,-59.08575,218.0
24.513084,-59.75147,218.5
25.939714,-60.46006,219.0
24.583687,-59.25666,219.5
25.593422,-60.854355,220.0
24.506493,-59.42766,220.5
25.001904,-59.247494,221.0
24.611708,-59.56136,221.5
25.987051,-60.694653,222.0
25.238611,-60.937958,222.5
25.769714,-60.96735,223.0
25.713219,-60.34299,223.5
25.49923,-61.115944,224.0
25.804882,-61.225082,224.5
24.45574,-59.66888,225.0
25.687107,-61.04655,225.5
25.569927,-61.044636,226.0
25.865576,-61.005543,226.5
25.520363,-61.2779,227.0
24.98922,-60.147182,227.5
25.811686,-60.870293,228.0
25.648771,-61.118385,228.5
25.902016,-61.09013,229.0
25.84014,-61.163982,229.5
24.779612,-61.07543,230.0
25.9911,-61.536774,230.5
26.29469,-61.030945,231.0
26.115784,-61.294003,231.5
25.844969,-61.556908,232.0
26.346962,-60.883183,232.5
26.195034,-61.208595,233.0
25.906055,-61.47292,233.5
26.1042,-61.251694,234.0
26.247284,-61.133522,234.5
25.84664,-61.392303,235.0
26.443926,-61.103115,235.5
25.927185,-61.449352,236.0
26.474468,-61.104004,236.5
26.498322,-60.843018,237.0
26.213356,-60.87213,237.5
25.966301,-60.684128,238.0
26.31733,-61.19727,238.5
25.72616,-60.971317,239.0
25.970242,-60.264675,239.5
26.258778,-60.95579,240.0
26.318192,-60.51734,240.5
26.36688,-60.78781,241.0
26.540762,-61.12449,241.5
26.141874,-61.48185,242.0
26.51992,-60.863434,242.5
25.3923,-60.059,243.0
26.429367,-61.167492,243.5
25.942966,-60.128628,244.0
25.59307,-59.64867,244.5
26.04926,-59.901546,245.0
25.106977,-59.607857,245.5
25.623652,-59.921856,246.0
25.197908,-59.97864,246.5
25.29566,-59.126606,247.0
24.384644,-60.026176,247.5
25.462503,-59.155914,248.0
25.974487,-60.114742,248.5
26.318817,-60.000874,249.0
25.180212,-59.95389,249.5
24.961058,-60.58065,250.0
24.938622,-59.83961,250.5
25.102066,-59.04265,251.0
24.356054,-60.90678,251.5
26.394918,-60.13672,252.0
25.166622,-59.069313,252.5
25.068026,-59.38139,253.0
24.661411,-60.899506,253.5
24.653728,-60.394146,254.0
24.951097,-59.78015,254.5
25.951511,-59.877354,255.0
24.765478,-59.68173,255.5
25.629477,-60.307278,256.0
26.172764,-59.949276,256.5
25.298952,-60.317528,257.0
