UMAP1,UMAP2,Cluster_4,temp,Grid_X,Grid_Y,State_4,Cluster_Change
10.986906,-13.4695015,3,200.0,1,-2,glassy,False
11.016767,-13.104388,3,200.5,1,-2,glassy,False
11.181849,-13.273012,3,201.0,1,-2,glassy,False
10.64524,-13.068412,3,201.5,1,-2,glassy,False
11.168322,-13.188112,3,202.0,1,-2,glassy,False
11.179363,-13.09797,3,202.5,1,-2,glassy,False
10.818725,-13.072809,3,203.0,1,-2,glassy,False
11.329658,-12.955865,3,203.5,1,-2,glassy,False
10.696637,-13.311203,3,204.0,1,-2,glassy,False
10.933269,-13.056532,3,204.5,1,-2,glassy,False
10.845427,-12.937104,3,205.0,1,-2,glassy,False
11.154513,-13.386951,3,205.5,1,-2,glassy,False
10.938697,-13.584103,3,206.0,1,-2,glassy,False
11.049056,-13.294223,3,206.5,1,-2,glassy,False
10.652505,-13.365458,3,207.0,1,-2,glassy,False
11.576073,-12.332379,3,207.5,1,-2,glassy,False
11.3243065,-13.015023,3,208.0,1,-2,glassy,False
10.657276,-13.480407,3,208.5,1,-2,glassy,False
10.954217,-13.217506,3,209.0,1,-2,glassy,False
10.753496,-13.580192,3,209.5,1,-2,glassy,False
10.854154,-13.020934,3,210.0,1,-2,glassy,False
11.020568,-13.524206,3,210.5,1,-2,glassy,False
10.254429,-12.981826,3,211.0,1,-2,glassy,False
10.9234,-13.731181,3,211.5,1,-2,glassy,False
10.641225,-13.748077,3,212.0,1,-2,glassy,False
11.122552,-13.040957,3,212.5,1,-2,glassy,False
10.775464,-13.618755,3,213.0,1,-2,glassy,False
10.861408,-13.682046,3,213.5,1,-2,glassy,False
10.440501,-12.711644,3,214.0,1,-2,glassy,False
10.469404,-13.515342,3,214.5,1,-2,glassy,False
10.9671,-13.375159,3,215.0,1,-2,glassy,False
10.254212,-12.700787,3,215.5,1,-2,glassy,False
11.256874,-13.550848,3,216.0,1,-2,glassy,False
11.058938,-13.854467,3,216.5,1,-2,glassy,False
