UMAP1,UMAP2,Cluster_6,temp,Grid_X,Grid_Y,State_6,Cluster_Change
-1.1092936,-5.765196,1,200.0,-1,-1,glassy,False
-1.9307299,-5.7138467,1,200.5,-1,-1,glassy,False
-2.281649,-5.4906816,1,201.0,-1,-1,glassy,False
-1.334983,-5.9245625,1,201.5,-1,-1,glassy,False
-2.6438239,-5.412059,1,202.0,-1,-1,glassy,False
-2.400518,-5.7465253,1,202.5,-1,-1,glassy,False
-2.275756,-5.567399,1,203.0,-1,-1,glassy,False
-1.507807,-5.7964067,1,203.5,-1,-1,glassy,False
-2.0473835,-5.89315,1,204.0,-1,-1,glassy,False
-2.422013,-5.6275773,1,204.5,-1,-1,glassy,False
-2.6831415,-5.6800694,1,205.0,-1,-1,glassy,False
-2.2865236,-5.7887297,1,205.5,-1,-1,glassy,False
-2.4365914,-5.663936,1,206.0,-1,-1,glassy,False
-1.520275,-5.1584773,1,206.5,-1,-1,glassy,False
-2.1568074,-5.764347,1,207.0,-1,-1,glassy,False
-2.4600847,-5.4316044,1,207.5,-1,-1,glassy,False
-2.375786,-5.7356906,1,208.0,-1,-1,glassy,False
-2.8493552,-5.4724016,1,208.5,-1,-1,glassy,False
-2.571398,-4.985481,1,209.0,-1,-1,glassy,False
-2.6097364,-4.7159305,1,209.5,-1,-1,glassy,False
-1.9444807,-4.9036565,1,210.0,-1,-1,glassy,False
-1.3598905,-4.8679156,1,210.5,-1,-1,glassy,False
-2.362036,-5.2294993,1,211.0,-1,-1,glassy,False
-1.4711511,-5.149923,1,211.5,-1,-1,glassy,False
-2.1212864,-5.118403,1,212.0,-1,-1,glassy,False
-1.3623856,-4.9353514,1,212.5,-1,-1,glassy,False
-2.3158393,-4.9195666,1,213.0,-1,-1,glassy,False
-1.2490396,-6.035962,1,213.5,-1,-1,glassy,False
-1.2333802,-5.18967,1,214.0,-1,-1,glassy,False
-0.9536292,-5.1626,1,214.5,-1,-1,glassy,False
-0.99608564,-5.217243,1,215.0,-1,-1,glassy,False
-0.985362,-4.831775,1,215.5,-1,-1,glassy,False
-1.2835525,-5.8704195,1,216.0,-1,-1,glassy,False
-1.3443015,-6.1793394,1,216.5,-1,-1,glassy,False
-1.8002127,-5.563749,1,217.0,-1,-1,glassy,False
-0.97899485,-5.7546864,1,217.5,-1,-1,glassy,False
-1.1309865,-4.958406,1,218.0,-1,-1,glassy,False
-1.1231346,-5.0239396,1,218.5,-1,-1,glassy,False
-1.2127837,-4.985634,1,219.0,-1,-1,glassy,False
-1.1783794,-5.207292,1,219.5,-1,-1,glassy,False
-2.1346183,-6.022448,1,220.0,-1,-1,glassy,False
-1.6371647,-6.051523,1,220.5,-1,-1,glassy,False
-2.1168675,-5.4683414,1,221.0,-1,-1,glassy,False
-1.9412146,-5.992341,1,221.5,-1,-1,glassy,False
-1.4007591,-5.974817,1,222.0,-1,-1,glassy,False
-1.3286607,-5.1910353,1,222.5,-1,-1,glassy,False
-1.1285464,-5.5363164,1,223.0,-1,-1,glassy,False
-1.464861,-4.698741,1,223.5,-1,-1,glassy,False
-1.0159396,-5.2269106,1,224.0,-1,-1,glassy,False
-1.8668925,-5.321894,1,224.5,-1,-1,glassy,False
-2.1742215,-6.2085967,1,225.0,-1,-1,glassy,False
-1.7654806,-5.9038596,1,225.5,-1,-1,glassy,False
-1.1787426,-5.909129,1,226.0,-1,-1,glassy,False
-1.7879934,-5.8469296,1,226.5,-1,-1,glassy,False
-1.2630783,-5.9640427,1,227.0,-1,-1,glassy,False
-1.8775691,-6.1626782,1,227.5,-1,-1,glassy,False
-2.5824375,-6.0299916,1,228.0,-1,-1,glassy,False
-2.2390273,-5.7185373,1,228.5,-1,-1,glassy,False
-2.4049256,-5.641584,1,229.0,-1,-1,glassy,False
-2.469879,-6.073482,1,229.5,-1,-1,glassy,False
-0.92443436,-5.0142403,1,230.0,-1,-1,glassy,False
-2.4815195,-6.0315685,1,230.5,-1,-1,glassy,False
-1.5985538,-5.2604547,1,231.0,-1,-1,glassy,False
-1.7633297,-4.944124,1,231.5,-1,-1,glassy,False
-1.1262475,-6.0038843,1,232.0,-1,-1,glassy,False
-2.2566767,-6.2690425,1,232.5,-1,-1,glassy,False
-1.7066363,-6.4357104,1,233.0,-1,-1,glassy,False
-2.2782724,-6.039982,1,233.5,-1,-1,glassy,False
-1.8147556,-6.1275926,1,234.0,-1,-1,glassy,False
-1.7729193,-5.1936536,1,234.5,-1,-1,glassy,False
-1.6959853,-5.163519,1,235.0,-1,-1,glassy,False
-1.137897,-5.3293457,1,235.5,-1,-1,glassy,False
-1.5335375,-4.698845,1,236.0,-1,-1,glassy,False
-1.6891768,-5.4867516,1,236.5,-1,-1,glassy,False
-2.5653164,-5.577173,1,237.0,-1,-1,glassy,False
-1.8696358,-5.743082,1,237.5,-1,-1,glassy,False
-2.7407086,-5.5902042,1,238.0,-1,-1,glassy,False
-2.6064816,-5.646204,1,238.5,-1,-1,glassy,False
-2.0730927,-5.6075907,1,239.0,-1,-1,glassy,False
-2.6991906,-5.612774,1,239.5,-1,-1,glassy,False
-0.97730047,-5.822434,1,240.0,-1,-1,glassy,False
-2.159617,-5.978681,1,240.5,-1,-1,glassy,False
-1.9668962,-5.652038,1,241.0,-1,-1,glassy,False
-0.9754527,-5.4391723,1,241.5,-1,-1,glassy,False
-1.4922653,-5.7778645,1,242.0,-1,-1,glassy,False
-1.3311577,-5.321118,1,242.5,-1,-1,glassy,False
-2.0867426,-6.270734,1,243.0,-1,-1,glassy,False
-1.2442144,-5.574189,1,243.5,-1,-1,glassy,False
-0.9678418,-5.450757,1,244.0,-1,-1,glassy,False
-2.4390664,-6.248764,1,244.5,-1,-1,glassy,False
-2.7057624,-5.980148,1,245.0,-1,-1,glassy,False
-1.1187829,-5.560631,1,245.5,-1,-1,glassy,False
-1.6443523,-6.2562156,1,246.0,-1,-1,glassy,False
-1.2380781,-5.4145784,1,246.5,-1,-1,glassy,False
-1.8126434,-6.1249685,1,247.0,-1,-1,glassy,False
-1.1663355,-6.1476645,1,247.5,-1,-1,glassy,False
-1.7641858,-6.3564057,1,248.0,-1,-1,glassy,False
-1.4313262,-5.606051,1,248.5,-1,-1,glassy,False
-1.9336989,-4.9085236,1,249.0,-1,-1,glassy,False
-2.2784092,-5.1471105,1,249.5,-1,-1,glassy,False
-0.71899134,-5.3669105,1,250.0,-1,-1,glassy,False
-2.2990358,-6.239047,1,250.5,-1,-1,glassy,False
-1.518107,-6.2308626,1,251.0,-1,-1,glassy,False
-2.4163039,-6.134874,1,251.5,-1,-1,glassy,False
-1.494361,-5.466881,1,252.0,-1,-1,glassy,False
-2.0242171,-6.461129,1,252.5,-1,-1,glassy,False
-2.283446,-6.3510303,1,253.0,-1,-1,glassy,False
-2.2787657,-5.892077,1,253.5,-1,-1,glassy,False
-1.2368832,-5.8223276,1,254.0,-1,-1,glassy,False
-1.9542693,-5.37274,1,254.5,-1,-1,glassy,False
-1.9598655,-5.406056,1,255.0,-1,-1,glassy,False
-1.6673654,-5.554359,1,255.5,-1,-1,glassy,False
-2.2424703,-5.468634,1,256.0,-1,-1,glassy,False
-1.2089539,-4.807827,1,256.5,-1,-1,glassy,False
-1.3192085,-4.7829156,1,257.0,-1,-1,glassy,False
-2.0735574,-5.167407,1,257.5,-1,-1,glassy,False
-1.6018151,-4.9816346,1,258.0,-1,-1,glassy,False
-0.8807305,-5.3040442,1,258.5,-1,-1,glassy,False
-1.2760776,-6.02538,1,259.0,-1,-1,glassy,False
-1.3243797,-6.0513825,1,259.5,-1,-1,glassy,False
-2.3766258,-5.718576,1,260.0,-1,-1,glassy,False
-1.2035782,-4.801453,1,260.5,-1,-1,glassy,False
-1.3856995,-6.1477604,1,261.0,-1,-1,glassy,False
-2.007393,-6.407851,1,261.5,-1,-1,glassy,False
-1.1748649,-5.1089115,1,262.0,-1,-1,glassy,False
-1.7794111,-4.9988995,1,262.5,-1,-1,glassy,False
-1.8088886,-6.1213408,1,263.0,-1,-1,glassy,False
-2.2640333,-3.5592136,1,263.5,-1,-1,glassy,False
-0.84955686,-4.7581024,1,264.0,-1,-1,glassy,False
-2.6702793,-6.2401047,1,264.5,-1,-1,glassy,False
-0.8558408,-4.6767364,1,265.0,-1,-1,glassy,False
-1.625339,-5.2943907,1,265.5,-1,-1,glassy,False
-1.865093,-5.064386,1,266.0,-1,-1,glassy,False
-2.4395187,-6.3184814,1,266.5,-1,-1,glassy,False
-2.4200842,-5.756107,1,267.0,-1,-1,glassy,False
-1.7425716,-6.1077137,1,267.5,-1,-1,glassy,False
-2.4869874,-5.4762626,1,268.0,-1,-1,glassy,False
-1.3041415,-5.5534964,1,268.5,-1,-1,glassy,False
-1.9708116,-4.7656236,1,269.0,-1,-1,glassy,False
-1.9414432,-4.834101,1,269.5,-1,-1,glassy,False
-1.8776822,-6.280917,1,270.0,-1,-1,glassy,False
-0.81174487,-5.2321553,1,270.5,-1,-1,glassy,False
-1.184133,-4.475106,1,271.0,-1,-1,glassy,False
-0.8328519,-5.432655,1,271.5,-1,-1,glassy,False
-1.4756315,-6.329606,1,272.0,-1,-1,glassy,False
-2.5322368,-5.9669623,1,272.5,-1,-1,glassy,False
-1.7037988,-4.5666475,1,273.0,-1,-1,glassy,False
-2.094957,-5.138275,1,273.5,-1,-1,glassy,False
-0.8221096,-5.187931,1,274.0,-1,-1,glassy,False
-0.7725577,-5.547567,1,274.5,-1,-1,glassy,False
-2.5613556,-5.9964933,1,275.0,-1,-1,glassy,False
-2.5446537,-6.150386,1,275.5,-1,-1,glassy,False
-2.4372127,-5.848256,1,276.0,-1,-1,glassy,False
-0.81099683,-5.583908,1,276.5,-1,-1,glassy,False
-1.9665526,-6.2053914,1,277.0,-1,-1,glassy,False
-2.2841501,-5.0856447,1,277.5,-1,-1,glassy,False
-0.99646217,-5.5457726,1,278.0,-1,-1,glassy,False
-1.4274073,-4.570909,1,278.5,-1,-1,glassy,False
-2.0179458,-6.261984,1,279.0,-1,-1,glassy,False
-0.91673505,-4.923047,1,279.5,-1,-1,glassy,False
-1.9910842,-4.799638,1,280.0,-1,-1,glassy,False
-1.3717657,-4.7473097,1,280.5,-1,-1,glassy,False
-1.7327205,-4.40596,1,281.0,-1,-1,glassy,False
-1.2170135,-4.6093435,1,281.5,-1,-1,glassy,False
-2.3642914,-5.2083735,1,282.0,-1,-1,glassy,False
-2.202171,-4.976023,1,282.5,-1,-1,glassy,False
-1.8740304,-5.9187393,1,283.0,-1,-1,glassy,False
-1.4610972,-4.4652634,1,283.5,-1,-1,glassy,False
-1.6295719,-4.5029573,1,284.0,-1,-1,glassy,False
-1.6011436,-5.0337586,1,284.5,-1,-1,glassy,False
-1.8276479,-4.3912706,1,285.0,-1,-1,glassy,False
-1.688141,-4.5238385,1,285.5,-1,-1,glassy,False
-1.1761576,-5.6204643,1,286.0,-1,-1,glassy,False
-1.3771313,-4.455832,1,286.5,-1,-1,glassy,False
-1.4601135,-5.089991,1,287.0,-1,-1,glassy,False
-1.5004213,-4.3056755,1,287.5,-1,-1,glassy,False
-2.1015797,-4.9957075,1,288.0,-1,-1,glassy,False
