UMAP1,UMAP2,Cluster_7,temp,Grid_X,Grid_Y,State_7,Cluster_Change
16.260525,-16.49641,0,200.0,1,-2,glassy,False
15.713804,-17.376413,0,200.5,1,-2,glassy,False
15.738528,-17.549366,0,201.0,1,-2,glassy,False
15.510266,-17.732422,0,201.5,1,-2,glassy,False
15.332348,-17.439283,0,202.0,1,-2,glassy,False
15.287035,-17.763144,0,202.5,1,-2,glassy,False
15.825501,-17.335396,0,203.0,1,-2,glassy,False
16.430508,-16.48114,0,203.5,1,-2,glassy,False
15.2730665,-17.480787,0,204.0,1,-2,glassy,False
15.8735,-17.651838,0,204.5,1,-2,glassy,False
15.939851,-17.00259,0,205.0,1,-2,glassy,False
15.877466,-17.584631,0,205.5,1,-2,glassy,False
15.820034,-16.191738,0,206.0,1,-2,glassy,False
16.098396,-16.752056,0,206.5,1,-2,glassy,False
15.793745,-17.622206,0,207.0,1,-2,glassy,False
15.304217,-17.156712,0,207.5,1,-2,glassy,False
15.367854,-17.075933,0,208.0,1,-2,glassy,False
16.266983,-17.902206,0,208.5,1,-2,glassy,False
16.177162,-17.236685,0,209.0,1,-2,glassy,False
15.787768,-17.765985,0,209.5,1,-2,glassy,False
16.158506,-16.307049,0,210.0,1,-2,glassy,False
16.242615,-16.27222,0,210.5,1,-2,glassy,False
15.925685,-16.062416,0,211.0,1,-2,glassy,False
15.851662,-17.03587,0,211.5,1,-2,glassy,False
16.168488,-16.335695,0,212.0,1,-2,glassy,False
15.640928,-17.229233,0,212.5,1,-2,glassy,False
15.871974,-16.361952,0,213.0,1,-2,glassy,False
15.521992,-18.037203,0,213.5,1,-2,glassy,False
15.909504,-16.148344,0,214.0,1,-2,glassy,False
15.921724,-17.162786,0,214.5,1,-2,glassy,False
16.101618,-17.771996,0,215.0,1,-2,glassy,False
15.731585,-17.072027,0,215.5,1,-2,glassy,False
15.740489,-16.955711,0,216.0,1,-2,glassy,False
16.089172,-16.290314,0,216.5,1,-2,glassy,False
16.162039,-17.714182,0,217.0,1,-2,glassy,False
15.38344,-17.2156,0,217.5,1,-2,glassy,False
15.927002,-16.145718,0,218.0,1,-2,glassy,False
16.062479,-15.851941,0,218.5,1,-2,glassy,False
15.89121,-16.005648,0,219.0,1,-2,glassy,False
16.025127,-16.13197,0,219.5,1,-2,glassy,False
15.602995,-17.99803,0,220.0,1,-2,glassy,False
15.717671,-17.854036,0,220.5,1,-2,glassy,False
16.192982,-16.597345,0,221.0,1,-2,glassy,False
15.818007,-15.980243,0,221.5,1,-2,glassy,False
16.194809,-16.152084,0,222.0,1,-2,glassy,False
15.542172,-17.282999,0,222.5,1,-2,glassy,False
16.199251,-15.876686,0,223.0,1,-2,glassy,False
16.228094,-18.032822,0,223.5,1,-2,glassy,False
15.9116335,-17.476042,0,224.0,1,-2,glassy,False
15.141541,-17.391321,0,224.5,1,-2,glassy,False
16.135462,-17.964521,0,225.0,1,-2,glassy,False
16.059185,-16.27452,0,225.5,1,-2,glassy,False
15.6600685,-17.45463,0,226.0,1,-2,glassy,False
16.151249,-15.883991,0,226.5,1,-2,glassy,False
16.344559,-15.823491,0,227.0,1,-2,glassy,False
15.980395,-16.444265,0,227.5,1,-2,glassy,False
15.18307,-17.452093,0,228.0,1,-2,glassy,False
15.846881,-17.900269,0,228.5,1,-2,glassy,False
15.906443,-15.936138,0,229.0,1,-2,glassy,False
16.115608,-16.010715,0,229.5,1,-2,glassy,False
16.026777,-15.87391,0,230.0,1,-2,glassy,False
16.031641,-16.63371,0,230.5,1,-2,glassy,False
16.337868,-16.004938,0,231.0,1,-2,glassy,False
15.9762125,-17.607178,0,231.5,1,-2,glassy,False
16.408806,-16.328026,0,232.0,1,-2,glassy,False
16.091843,-17.972374,0,232.5,1,-2,glassy,False
16.434444,-16.657614,0,233.0,1,-2,glassy,False
16.501333,-16.115849,0,233.5,1,-2,glassy,False
15.378685,-17.581043,0,234.0,1,-2,glassy,False
15.995436,-17.361904,0,234.5,1,-2,glassy,False
16.114685,-15.98175,0,235.0,1,-2,glassy,False
15.400223,-18.11913,0,235.5,1,-2,glassy,False
16.184189,-16.124342,0,236.0,1,-2,glassy,False
16.484238,-17.436508,0,236.5,1,-2,glassy,False
15.925613,-17.7408,0,237.0,1,-2,glassy,False
16.713121,-17.37703,0,237.5,1,-2,glassy,False
15.8393135,-15.968606,0,238.0,1,-2,glassy,False
16.25269,-16.239212,0,238.5,1,-2,glassy,False
16.044554,-15.890922,0,239.0,1,-2,glassy,False
16.430124,-16.13317,0,239.5,1,-2,glassy,False
16.399712,-17.206781,0,240.0,1,-2,glassy,False
15.4892845,-17.474426,0,240.5,1,-2,glassy,False
15.963562,-16.368544,0,241.0,1,-2,glassy,False
15.2102585,-17.924582,0,241.5,1,-2,glassy,False
15.126232,-17.848118,0,242.0,1,-2,glassy,False
15.954518,-16.082733,0,242.5,1,-2,glassy,False
15.256514,-16.970514,0,243.0,1,-2,glassy,False
15.101802,-16.760672,0,243.5,1,-2,glassy,False
15.612356,-17.39886,0,244.0,1,-2,glassy,False
16.323664,-17.299812,0,244.5,1,-2,glassy,False
15.561224,-17.617311,0,245.0,1,-2,glassy,False
16.347218,-16.648432,0,245.5,1,-2,glassy,False
16.301704,-16.226332,0,246.0,1,-2,glassy,False
16.429783,-16.22988,0,246.5,1,-2,glassy,False
