UMAP1,UMAP2,Cluster_6,temp,Grid_X,Grid_Y,State_6,Cluster_Change
-49.930412,-4.1752605,4,200.0,-5,-1,glassy,False
-49.012867,-4.6633816,4,200.5,-5,-1,glassy,False
-49.254017,-4.604584,4,201.0,-5,-1,glassy,False
-50.36595,-4.8590307,4,201.5,-6,-1,glassy,False
-48.72115,-4.520806,4,202.0,-5,-1,glassy,False
-48.83213,-4.7246346,4,202.5,-5,-1,glassy,False
-49.63148,-3.7585604,4,203.0,-5,-1,glassy,False
-48.98485,-4.7282834,4,203.5,-5,-1,glassy,False
-50.413433,-4.4141574,4,204.0,-6,-1,glassy,False
-48.858334,-4.772831,4,204.5,-5,-1,glassy,False
-49.242157,-4.8198733,4,205.0,-5,-1,glassy,False
-48.899715,-4.218932,4,205.5,-5,-1,glassy,False
-49.328278,-4.525698,4,206.0,-5,-1,glassy,False
-49.797516,-4.266349,4,206.5,-5,-1,glassy,False
-49.432957,-4.760575,4,207.0,-5,-1,glassy,False
-49.76103,-4.1986384,4,207.5,-5,-1,glassy,False
-49.297558,-4.492415,4,208.0,-5,-1,glassy,False
-50.372395,-4.6582294,4,208.5,-6,-1,glassy,False
-49.160862,-4.542919,4,209.0,-5,-1,glassy,False
-49.249016,-4.1060386,4,209.5,-5,-1,glassy,False
-48.878128,-4.7082305,4,210.0,-5,-1,glassy,False
-49.50364,-4.422297,4,210.5,-5,-1,glassy,False
-50.460155,-4.8439145,4,211.0,-6,-1,glassy,False
-50.08101,-4.769253,4,211.5,-6,-1,glassy,False
-49.54257,-4.9681535,4,212.0,-5,-1,glassy,False
-49.73247,-5.0219593,4,212.5,-5,-1,glassy,False
-48.714523,-4.503891,4,213.0,-5,-1,glassy,False
-48.87577,-4.398566,4,213.5,-5,-1,glassy,False
-49.603657,-4.4023657,4,214.0,-5,-1,glassy,False
-48.86815,-4.8272676,4,214.5,-5,-1,glassy,False
-49.097446,-4.5911927,4,215.0,-5,-1,glassy,False
-49.624306,-4.931349,4,215.5,-5,-1,glassy,False
-49.030308,-4.7440157,4,216.0,-5,-1,glassy,False
-48.727585,-4.3120418,4,216.5,-5,-1,glassy,False
-48.67714,-4.9940705,4,217.0,-5,-1,glassy,False
-49.72369,-4.3998775,4,217.5,-5,-1,glassy,False
-50.145176,-4.812233,4,218.0,-6,-1,glassy,False
-50.289005,-4.732968,4,218.5,-6,-1,glassy,False
-49.163723,-5.1777654,4,219.0,-5,-1,glassy,False
-49.17359,-4.592526,4,219.5,-5,-1,glassy,False
-50.518597,-4.598034,4,220.0,-6,-1,glassy,False
-48.78873,-5.0362096,4,220.5,-5,-1,glassy,False
-49.560047,-4.700854,4,221.0,-5,-1,glassy,False
-50.236897,-4.8218565,4,221.5,-6,-1,glassy,False
-50.53639,-4.6807632,4,222.0,-6,-1,glassy,False
-50.47462,-4.531838,4,222.5,-6,-1,glassy,False
-50.583763,-4.7748585,4,223.0,-6,-1,glassy,False
-48.814514,-4.4501076,4,223.5,-5,-1,glassy,False
-50.01448,-4.7986965,4,224.0,-6,-1,glassy,False
-49.499496,-4.8986015,4,224.5,-5,-1,glassy,False
-49.929928,-4.119607,4,225.0,-5,-1,glassy,False
-50.258587,-3.8732073,4,225.5,-6,-1,glassy,False
-49.603947,-3.9821649,4,226.0,-5,-1,glassy,False
-49.83464,-3.651406,4,226.5,-5,-1,glassy,False
-49.478745,-3.9952269,4,227.0,-5,-1,glassy,False
-50.351612,-3.788771,4,227.5,-6,-1,glassy,False
-49.45204,-3.7919638,4,228.0,-5,-1,glassy,False
-49.816185,-3.3796291,4,228.5,-5,-1,glassy,False
-50.373604,-3.4352102,4,229.0,-6,-1,glassy,False
-50.01721,-4.093442,4,229.5,-6,-1,glassy,False
-50.68281,-4.6317153,4,230.0,-6,-1,glassy,False
-48.955105,-4.3892913,4,230.5,-5,-1,glassy,False
-50.35072,-3.8597207,4,231.0,-6,-1,glassy,False
-49.856167,-3.296097,4,231.5,-5,-1,glassy,False
-49.1549,-4.756598,4,232.0,-5,-1,glassy,False
-50.65557,-4.431812,4,232.5,-6,-1,glassy,False
-49.835983,-4.8427176,4,233.0,-5,-1,glassy,False
-49.35343,-3.6339905,4,233.5,-5,-1,glassy,False
-49.525208,-4.4855275,4,234.0,-5,-1,glassy,False
-49.45184,-3.619212,4,234.5,-5,-1,glassy,False
-49.833458,-4.0445185,4,235.0,-5,-1,glassy,False
-49.5058,-3.9447422,4,235.5,-5,-1,glassy,False
-49.960487,-3.809995,4,236.0,-5,-1,glassy,False
-49.494667,-3.277362,4,236.5,-5,-1,glassy,False
-49.553467,-4.174063,4,237.0,-5,-1,glassy,False
-49.939373,-4.4020815,4,237.5,-5,-1,glassy,False
-49.016907,-4.3282027,4,238.0,-5,-1,glassy,False
-48.81724,-4.2954826,4,238.5,-5,-1,glassy,False
-50.03116,-3.5622406,4,239.0,-6,-1,glassy,False
-50.078415,-4.008204,4,239.5,-6,-1,glassy,False
-50.62034,-4.661468,4,240.0,-6,-1,glassy,False
-50.268932,-4.918452,4,240.5,-6,-1,glassy,False
-50.394295,-4.2293463,4,241.0,-6,-1,glassy,False
-49.203884,-2.8337998,4,241.5,-5,-1,glassy,False
-49.611935,-4.829451,4,242.0,-5,-1,glassy,False
-48.878788,-4.679024,4,242.5,-5,-1,glassy,False
-48.832855,-3.2762625,4,243.0,-5,-1,glassy,False
-49.012367,-4.329786,4,243.5,-5,-1,glassy,False
-48.524494,-4.056869,4,244.0,-5,-1,glassy,False
-48.388817,-4.4363236,4,244.5,-5,-1,glassy,False
-49.264057,-3.8495135,4,245.0,-5,-1,glassy,False
-48.750587,-4.592499,4,245.5,-5,-1,glassy,False
-48.974243,-5.038162,4,246.0,-5,-1,glassy,False
-49.49516,-4.433997,4,246.5,-5,-1,glassy,False
-50.273964,-3.7974129,4,247.0,-6,-1,glassy,False
-49.270134,-4.9975643,4,247.5,-5,-1,glassy,False
-49.28395,-4.852409,4,248.0,-5,-1,glassy,False
-48.830334,-4.906083,4,248.5,-5,-1,glassy,False
-49.310337,-4.9634266,4,249.0,-5,-1,glassy,False
-50.231956,-4.0977507,4,249.5,-6,-1,glassy,False
-49.156834,-4.424275,4,250.0,-5,-1,glassy,False
-49.259636,-4.198701,4,250.5,-5,-1,glassy,False
-50.28339,-4.859782,4,251.0,-6,-1,glassy,False
-50.234695,-3.7386525,4,251.5,-6,-1,glassy,False
-48.56204,-4.1940346,4,252.0,-5,-1,glassy,False
-49.438343,-4.2911854,4,252.5,-5,-1,glassy,False
-50.29807,-3.4569654,4,253.0,-6,-1,glassy,False
-49.264454,-5.072303,4,253.5,-5,-1,glassy,False
-48.90479,-3.9518874,4,254.0,-5,-1,glassy,False
-49.034138,-4.8373885,4,254.5,-5,-1,glassy,False
-48.618507,-3.8924785,4,255.0,-5,-1,glassy,False
-48.56451,-4.567201,4,255.5,-5,-1,glassy,False
-50.029465,-5.073374,4,256.0,-6,-1,glassy,False
-49.643513,-4.4076986,4,256.5,-5,-1,glassy,False
-49.442482,-4.583398,4,257.0,-5,-1,glassy,False
-49.870975,-5.000697,4,257.5,-5,-1,glassy,False
-48.756016,-4.761666,4,258.0,-5,-1,glassy,False
-48.997,-4.1181073,4,258.5,-5,-1,glassy,False
-49.97066,-3.9776878,4,259.0,-5,-1,glassy,False
-50.308178,-4.497416,4,259.5,-6,-1,glassy,False
-49.00247,-4.662327,4,260.0,-5,-1,glassy,False
-49.362625,-3.640627,4,260.5,-5,-1,glassy,False
-49.029575,-4.21607,4,261.0,-5,-1,glassy,False
-48.98978,-4.102013,4,261.5,-5,-1,glassy,False
-49.531956,-3.5840018,4,262.0,-5,-1,glassy,False
-49.526115,-4.019448,4,262.5,-5,-1,glassy,False
-49.143654,-4.696807,4,263.0,-5,-1,glassy,False
-50.27618,-3.4159877,4,263.5,-6,-1,glassy,False
-49.14897,-4.9381266,4,264.0,-5,-1,glassy,False
-49.175087,-4.8581343,4,264.5,-5,-1,glassy,False
-49.033157,-5.190023,4,265.0,-5,-1,glassy,False
-48.479458,-4.5478716,4,265.5,-5,-1,glassy,False
-48.867672,-3.8532348,4,266.0,-5,-1,glassy,False
-48.714653,-5.116937,4,266.5,-5,-1,glassy,False
-49.4558,-5.0005283,4,267.0,-5,-1,glassy,False
-50.092613,-3.9687645,4,267.5,-6,-1,glassy,False
-50.11057,-3.8228528,4,268.0,-6,-1,glassy,False
-50.046604,-4.4588165,4,268.5,-6,-1,glassy,False
-49.000546,-3.1279578,4,269.0,-5,-1,glassy,False
-48.824413,-3.6563246,4,269.5,-5,-1,glassy,False
-48.55035,-4.698217,4,270.0,-5,-1,glassy,False
-48.60898,-4.67344,4,270.5,-5,-1,glassy,False
-49.66945,-3.8132005,4,271.0,-5,-1,glassy,False
-48.758163,-5.0908637,4,271.5,-5,-1,glassy,False
-49.864235,-3.3729634,4,272.0,-5,-1,glassy,False
