UMAP1,UMAP2,Cluster_10,temp,Grid_X,Grid_Y,State_10,Cluster_Change
-6.6330576,-1.8696508,0,200.0,-1,-1,glassy,False
-6.284785,-2.418137,0,200.5,-1,-1,glassy,False
-6.590139,-2.41758,0,201.0,-1,-1,glassy,False
-6.4434404,-2.6463423,0,201.5,-1,-1,glassy,False
-6.4922075,-2.5674486,0,202.0,-1,-1,glassy,False
-6.524443,-2.143501,0,202.5,-1,-1,glassy,False
-6.4273987,-2.218818,0,203.0,-1,-1,glassy,False
-6.64994,-2.1129785,0,203.5,-1,-1,glassy,False
-6.479845,-2.298526,0,204.0,-1,-1,glassy,False
-6.879452,-2.1163893,0,204.5,-1,-1,glassy,False
-5.7062674,-3.759184,0,205.0,-1,-1,glassy,False
-6.3960457,-2.4449217,0,205.5,-1,-1,glassy,False
-6.7778087,-2.0768468,0,206.0,-1,-1,glassy,False
-6.924118,-2.2377477,0,206.5,-1,-1,glassy,False
-6.7974744,-2.2487762,0,207.0,-1,-1,glassy,False
-6.435705,-1.9100164,0,207.5,-1,-1,glassy,False
-6.240978,-2.2892673,0,208.0,-1,-1,glassy,False
-6.5256276,-2.3597558,0,208.5,-1,-1,glassy,False
-6.17592,-2.4005404,0,209.0,-1,-1,glassy,False
-6.828877,-2.180026,0,209.5,-1,-1,glassy,False
-6.2873397,-2.5166757,0,210.0,-1,-1,glassy,False
-6.6736984,-2.4438825,0,210.5,-1,-1,glassy,False
-5.4864025,-3.681323,0,211.0,-1,-1,glassy,False
-6.155369,-2.7195714,0,211.5,-1,-1,glassy,False
-5.437608,-3.6860986,0,212.0,-1,-1,glassy,False
-6.4071674,-2.2200744,0,212.5,-1,-1,glassy,False
-5.756995,-3.493588,0,213.0,-1,-1,glassy,False
-6.4574265,-1.8903677,0,213.5,-1,-1,glassy,False
-6.284014,-1.8043239,0,214.0,-1,-1,glassy,False
-6.1195154,-2.3160377,0,214.5,-1,-1,glassy,False
-6.19307,-2.0042517,0,215.0,-1,-1,glassy,False
-6.9573436,-2.115129,0,215.5,-1,-1,glassy,False
