UMAP1,UMAP2,temp
-6.8380246,-5.2039847,200.0
-6.9423714,-5.365236,200.5
-7.056327,-5.2726955,201.0
-6.800768,-5.2429714,201.5
-6.895402,-5.1496997,202.0
-7.181561,-5.171175,202.5
-6.9536386,-4.9914184,203.0
-6.9623785,-5.421187,203.5
-7.1138897,-5.1056395,204.0
-7.135565,-5.479364,204.5
-6.8390446,-5.2265706,205.0
-6.7871637,-4.747441,205.5
-7.1007175,-5.3234663,206.0
-6.7811856,-4.8985853,206.5
-6.5048885,-4.9183683,207.0
-6.6318464,-5.196244,207.5
-6.6117344,-4.7607284,208.0
-7.249393,-5.0798306,208.5
-6.773096,-5.4847546,209.0
-6.3659,-5.345912,209.5
-6.9543257,-5.506582,210.0
-7.0140924,-4.8820543,210.5
-6.894588,-5.439883,211.0
-6.555627,-5.3797994,211.5
-7.0461106,-5.555837,212.0
-7.185861,-5.589666,212.5
-6.811263,-5.1968493,213.0
-7.099598,-5.3086715,213.5
-6.551787,-5.2633905,214.0
-6.593817,-5.534927,214.5
-7.164588,-5.566444,215.0
-6.576257,-4.9815345,215.5
-6.9888754,-5.684099,216.0
-6.982756,-5.3056474,216.5
-6.5509706,-5.523545,217.0
-6.690253,-5.583738,217.5
-6.856229,-5.7576084,218.0
-6.6299353,-4.8982096,218.5
-6.952271,-5.7344084,219.0
-6.8137527,-5.790625,219.5
-6.6226993,-5.313207,220.0
-6.7796507,-5.630269,220.5
-6.8354616,-5.5385547,221.0
-7.4705954,-5.3991423,221.5
-7.222104,-5.602394,222.0
-7.3246655,-5.47078,222.5
-6.4307942,-4.8567615,223.0
-5.3523064,-4.5784087,223.5
-5.492676,-4.506343,224.0
-5.004449,-4.57532,224.5
-5.580021,-4.890351,225.0
-5.8788385,-5.129286,225.5
-5.3120165,-4.5409007,226.0
-4.6551447,-4.2831106,226.5
-4.984712,-4.750016,227.0
-4.990795,-4.51779,227.5
-6.3249574,-5.454967,228.0
-6.7573876,-5.53172,228.5
-7.4789314,-5.1073503,229.0
-7.5855494,-5.209286,229.5
-6.6482882,-5.179942,230.0
-6.345438,-4.681289,230.5
-6.618172,-4.8654556,231.0
-6.8894343,-4.7100453,231.5
-6.1889334,-5.3193293,232.0
-6.4832163,-4.7745023,232.5
-6.8162904,-5.812249,233.0
-6.6254206,-4.5726447,233.5
-6.0385528,-4.441552,234.0
-6.0941687,-4.9848733,234.5
-6.6948247,-4.7175484,235.0
-7.126512,-4.422375,235.5
-7.314343,-5.3492703,236.0
-7.3917036,-4.393198,236.5
-6.6205716,-5.6380415,237.0
-6.6582885,-5.76614,237.5
-7.42814,-5.389491,238.0
-6.3353553,-5.2897534,238.5
-6.650311,-5.841006,239.0
-7.421845,-5.2402387,239.5
-7.321642,-5.133219,240.0
-5.2061605,-4.8952384,240.5
-5.6202455,-4.4631557,241.0
-5.328652,-4.1022873,241.5
-5.243442,-4.7441673,242.0
-4.8752594,-4.4352026,242.5
-4.9094,-4.1294346,243.0
-5.065273,-3.5199473,243.5
-4.7206607,-3.723832,244.0
-5.105774,-3.5559194,244.5
-5.274168,-3.7122216,245.0
-5.272392,-3.545952,245.5
-4.662396,-3.3638182,246.0
-5.534221,-3.3457572,246.5
-7.3743916,-5.2187643,247.0
-5.0931735,-3.4257681,247.5
-5.208813,-3.6960742,248.0
-4.825794,-3.7296317,248.5
-4.928287,-3.4716394,249.0
-4.7560654,-3.4190283,249.5
-4.986165,-3.424132,250.0
-4.8838215,-3.3451657,250.5
-4.8689,-3.6270323,251.0
-5.2486677,-3.4032462,251.5
-4.748132,-3.4684155,252.0
-4.713391,-3.4679265,252.5
-5.0038233,-3.1324098,253.0
-4.749577,-3.202079,253.5
-4.6580777,-3.0861502,254.0
-5.1949954,-3.5508628,254.5
-4.7669783,-2.8830934,255.0
-4.6368866,-3.4160037,255.5
-4.8139286,-3.2485812,256.0
-5.4576635,-4.7465796,256.5
-5.307453,-4.241603,257.0
-5.0655866,-3.9064994,257.5
-5.016639,-4.058297,258.0
-4.9920197,-4.2669134,258.5
-6.183978,-5.430973,259.0
-5.1192055,-4.453887,259.5
-4.8454566,-4.7183332,260.0
-5.151549,-4.4777517,260.5
-5.218412,-4.1635113,261.0
-5.439817,-4.33746,261.5
-5.1913443,-4.8912725,262.0
