,chain,Tg
0,0.0,382.0
0,1.0,330.0
0,2.0,347.5
0,3.0,290.5
0,4.0,351.0
0,5.0,347.0
0,6.0,344.5
0,7.0,336.5
0,8.0,373.0
0,9.0,350.0
0,10.0,360.0
0,11.0,370.0
0,12.0,368.0
0,13.0,390.0
0,14.0,370.0
0,15.0,269.5
0,16.0,290.5
0,17.0,360.0
0,18.0,373.0
0,19.0,360.0
0,20.0,229.5
0,21.0,340.0
0,22.0,325.5
0,23.0,360.0
0,24.0,348.0
1,mean,342.64
