temp,UMAP1,UMAP2,Cluster,Grid_X,Grid_Y,State
200.0,-1.5505615,1.1276784,1,-1,0,glassy
200.5,-1.504093,0.95857704,1,-1,0,glassy
201.0,-1.3689367,1.0025636,1,-1,0,glassy
201.5,-1.4521133,0.8687672,1,-1,0,glassy
202.0,-1.4420006,1.1283283,1,-1,0,glassy
202.5,-1.5848957,1.0619159,1,-1,0,glassy
203.0,-1.095068,1.0957094,1,-1,0,glassy
203.5,-1.5516503,0.5282909,1,-1,0,glassy
204.0,-1.4986069,1.2592658,1,-1,0,glassy
204.5,-1.7275788,0.71323127,1,-1,0,glassy
205.0,-1.4055375,0.790894,1,-1,0,glassy
205.5,-1.2963659,0.92897797,1,-1,0,glassy
206.0,-1.42652,0.77817124,1,-1,0,glassy
206.5,-1.179133,0.6361788,1,-1,0,glassy
207.0,-1.3438232,0.80896693,1,-1,0,glassy
207.5,-1.3840462,0.38260674,1,-1,0,glassy
208.0,-1.3049095,0.45211074,1,-1,0,glassy
208.5,-1.1386266,0.562731,1,-1,0,glassy
209.0,-1.0427895,0.77939326,1,-1,0,glassy
209.5,-1.1242759,0.9460196,1,-1,0,glassy
210.0,-2.6361785,0.96372485,1,-1,0,glassy
210.5,-2.2832813,0.9096679,1,-1,0,glassy
211.0,-2.8870308,1.1359705,1,-1,0,glassy
211.5,-2.6210523,1.0004284,1,-1,0,glassy
212.0,-2.6195416,1.188668,1,-1,0,glassy
212.5,-2.7254953,1.2717282,1,-1,0,glassy
213.0,-2.9614513,1.3223795,1,-1,0,glassy
213.5,-2.881717,1.2338477,1,-1,0,glassy
214.0,-2.927298,1.1276389,1,-1,0,glassy
214.5,-2.8745902,1.3029193,1,-1,0,glassy
215.0,-2.8820245,1.0789737,1,-1,0,glassy
215.5,-2.7897058,0.751623,1,-1,0,glassy
216.0,-2.9600992,0.991062,1,-1,0,glassy
216.5,-1.3132774,2.0894742,1,-1,0,glassy
217.0,-0.93730426,1.3266476,1,-1,0,glassy
217.5,-2.478429,1.3247412,1,-1,0,glassy
218.0,-1.414459,0.7779828,1,-1,0,glassy
218.5,-1.2959982,0.58937997,1,-1,0,glassy
219.0,-1.7810427,0.5237756,1,-1,0,glassy
219.5,-1.729317,0.666632,1,-1,0,glassy
220.0,-2.4312596,0.76133543,1,-1,0,glassy
220.5,-2.3605645,0.8013285,1,-1,0,glassy
221.0,-2.4090655,0.927887,1,-1,0,glassy
221.5,-2.6734748,0.80233425,1,-1,0,glassy
222.0,-2.2542806,0.8610853,1,-1,0,glassy
222.5,-2.5570223,0.49763417,1,-1,0,glassy
223.0,-2.430057,0.4094288,1,-1,0,glassy
223.5,-2.5207672,0.37479758,1,-1,0,glassy
224.0,-2.41714,0.3344311,1,-1,0,glassy
224.5,-2.2113152,0.6087225,1,-1,0,glassy
225.0,-2.4677892,0.46622613,1,-1,0,glassy
225.5,-2.3261094,0.21853961,1,-1,0,glassy
226.0,-2.325571,0.5984212,1,-1,0,glassy
226.5,-2.262923,0.53339463,1,-1,0,glassy
227.0,-2.0627806,0.38233325,1,-1,0,glassy
227.5,-2.3842146,0.24923077,1,-1,0,glassy
228.0,-2.7802136,1.2972028,1,-1,0,glassy
228.5,-2.6959536,0.4226511,1,-1,0,glassy
229.0,-2.7140248,0.650455,1,-1,0,glassy
229.5,-2.8935606,0.81576526,1,-1,0,glassy
230.0,-1.7264545,1.8181763,1,-1,0,glassy
230.5,-1.3434982,1.6026369,1,-1,0,glassy
231.0,-1.6036075,1.6294575,1,-1,0,glassy
231.5,-1.6057183,1.5808945,1,-1,0,glassy
232.0,-1.2560552,2.1672647,1,-1,0,glassy
232.5,-1.3889083,1.9387121,1,-1,0,glassy
233.0,-1.8096925,2.3795216,1,-1,0,glassy
233.5,-1.4252224,2.2747078,1,-1,0,glassy
234.0,-1.0022628,1.8889143,1,-1,0,glassy
234.5,-1.0053518,1.7500974,1,-1,0,glassy
235.0,-2.0328321,0.8981275,1,-1,0,glassy
235.5,-2.2121067,1.3209409,1,-1,0,glassy
