,chain,Tg
0,0.0,291.5
0,1.0,229.0
0,2.0,360.0
0,3.0,355.0
0,4.0,301.5
0,5.0,333.5
0,6.0,347.0
0,7.0,320.5
0,8.0,227.0
0,9.0,204.5
0,10.0,281.0
0,11.0,370.0
0,12.0,311.0
0,13.0,330.0
0,14.0,310.0
0,15.0,283.0
0,16.0,355.0
0,17.0,370.0
0,18.0,285.0
0,19.0,305.0
0,20.0,288.5
0,21.0,346.5
0,22.0,355.0
0,23.0,360.0
0,24.0,255.5
1,mean,311.0
