,chain,Tg
0,0.0,210.0
0,1.0,340.0
0,2.0,201.0
0,3.0,201.5
0,4.0,298.0
0,5.0,334.0
0,6.0,312.0
0,7.0,320.5
0,8.0,232.5
0,9.0,200.5
0,10.0,298.0
0,11.0,249.0
0,12.0,274.0
0,13.0,340.5
0,14.0,310.0
0,15.0,339.5
0,16.0,317.5
0,17.0,340.0
0,18.0,335.0
0,19.0,340.5
0,20.0,201.5
0,21.0,200.5
0,22.0,207.0
0,23.0,201.0
0,24.0,202.0
1,mean,272.24
