chain,n_clusters,silhouette_score
0,2,0.8807646036148071
0,3,0.7973307371139526
0,4,0.69612056016922
0,5,0.628538191318512
0,6,0.6106445789337158
0,7,0.6202867031097412
0,8,0.6471434831619263
0,9,0.6257080435752869
0,10,0.5973083972930908
1,2,0.7881526350975037
1,3,0.8281541466712952
1,4,0.8777240514755249
1,5,0.8788752555847168
1,6,0.5826536417007446
1,7,0.5788412690162659
1,8,0.5482326745986938
1,9,0.5237085819244385
1,10,0.5296334624290466
2,2,0.9211760759353638
2,3,0.9033781886100769
2,4,0.877350389957428
2,5,0.5500481724739075
2,6,0.5368608832359314
2,7,0.5398420691490173
2,8,0.5499271154403687
2,9,0.5229360461235046
2,10,0.5014953017234802
3,2,0.7106322646141052
3,3,0.6114659309387207
3,4,0.6429959535598755
3,5,0.6469951272010803
3,6,0.6284528970718384
3,7,0.6282398104667664
3,8,0.6189846396446228
3,9,0.544242262840271
3,10,0.5276480913162231
4,2,0.8753489255905151
4,3,0.9042726755142212
4,4,0.8689352869987488
4,5,0.9298902153968811
4,6,0.9455726742744446
4,7,0.7137929797172546
4,8,0.7136965990066528
4,9,0.6345459818840027
4,10,0.6108719110488892
5,2,0.8005388975143433
5,3,0.7312086820602417
5,4,0.8186437487602234
5,5,0.7962380051612854
5,6,0.5997731685638428
5,7,0.6990854740142822
5,8,0.7116252779960632
5,9,0.6843925714492798
5,10,0.6845561861991882
6,2,0.7934467792510986
6,3,0.9113200902938843
6,4,0.8296797275543213
6,5,0.758669376373291
6,6,0.7055840492248535
6,7,0.6620100736618042
6,8,0.69149249792099
6,9,0.6962735652923584
6,10,0.708769679069519
7,2,0.8494406938552856
7,3,0.8820072412490845
7,4,0.7735555768013
7,5,0.7758647799491882
7,6,0.8165084719657898
7,7,0.698885977268219
7,8,0.7264049053192139
7,9,0.7306269407272339
7,10,0.6529819369316101
8,2,0.7464238405227661
8,3,0.7848015427589417
8,4,0.8383229970932007
8,5,0.6271420121192932
8,6,0.5966408848762512
8,7,0.5941627621650696
8,8,0.5852514505386353
8,9,0.5719498991966248
8,10,0.5502536296844482
9,2,0.8175263404846191
9,3,0.746798038482666
9,4,0.6827613711357117
9,5,0.6612622737884521
9,6,0.593352198600769
9,7,0.6054180860519409
9,8,0.6130031943321228
9,9,0.5413348078727722
9,10,0.5495285391807556
10,2,0.946264386177063
10,3,0.9462944269180298
10,4,0.5665545463562012
10,5,0.4654585123062134
10,6,0.500182032585144
10,7,0.4787384271621704
10,8,0.43998435139656067
10,9,0.4240555763244629
10,10,0.39957308769226074
11,2,0.8866284489631653
11,3,0.5869138836860657
11,4,0.5743345618247986
11,5,0.5405409932136536
11,6,0.5260467529296875
11,7,0.5372047424316406
11,8,0.5492877960205078
11,9,0.5475934743881226
11,10,0.5609952211380005
12,2,0.7433363795280457
12,3,0.8962053060531616
12,4,0.8370649814605713
12,5,0.8410739898681641
12,6,0.5293539762496948
12,7,0.549624502658844
12,8,0.5438240170478821
12,9,0.552184522151947
12,10,0.5508682131767273
13,2,0.7913321256637573
13,3,0.8558897972106934
13,4,0.897009015083313
13,5,0.8569905757904053
13,6,0.8425760269165039
13,7,0.6319895386695862
13,8,0.6221311688423157
13,9,0.6423503160476685
13,10,0.6562804579734802
14,2,0.8911638855934143
14,3,0.882271409034729
14,4,0.8530693650245667
14,5,0.5284400582313538
14,6,0.5553715825080872
14,7,0.5207479000091553
14,8,0.5382938385009766
14,9,0.5203619003295898
14,10,0.5177872180938721
15,2,0.9501426815986633
15,3,0.5688339471817017
15,4,0.5020666122436523
15,5,0.49176838994026184
15,6,0.4897242486476898
15,7,0.47767800092697144
15,8,0.44703036546707153
15,9,0.4032847583293915
15,10,0.409746915102005
16,2,0.9470204710960388
16,3,0.9139001369476318
16,4,0.6503033638000488
16,5,0.5883129239082336
16,6,0.6116005182266235
16,7,0.5377936363220215
16,8,0.5210366249084473
16,9,0.5114443302154541
16,10,0.5026412606239319
17,2,0.8992990851402283
17,3,0.8784996271133423
17,4,0.8574647307395935
17,5,0.8998587727546692
17,6,0.8567827939987183
17,7,0.6583288311958313
17,8,0.6563397645950317
17,9,0.6219373941421509
17,10,0.6293783187866211
18,2,0.7487856149673462
18,3,0.8275072574615479
18,4,0.9224851727485657
18,5,0.8886850476264954
18,6,0.8810421824455261
18,7,0.5756701231002808
18,8,0.5739616751670837
18,9,0.5644921064376831
18,10,0.552109956741333
19,2,0.710904061794281
19,3,0.7811147570610046
19,4,0.7563037872314453
19,5,0.7862815856933594
19,6,0.7047671675682068
19,7,0.7525327801704407
19,8,0.7169063687324524
19,9,0.6831488609313965
19,10,0.6735990047454834
20,2,0.8432785272598267
20,3,0.9092963933944702
20,4,0.924899160861969
20,5,0.5492901802062988
20,6,0.5673554539680481
20,7,0.5516520142555237
20,8,0.5354547500610352
20,9,0.5301602482795715
20,10,0.45847010612487793
21,2,0.6015805602073669
21,3,0.7183167338371277
21,4,0.7850223183631897
21,5,0.8331061601638794
21,6,0.8035053014755249
21,7,0.5731984376907349
21,8,0.571427583694458
21,9,0.5492360591888428
21,10,0.5469828248023987
22,2,0.7711930871009827
22,3,0.772844135761261
22,4,0.6723880767822266
22,5,0.6604666709899902
22,6,0.5522635579109192
22,7,0.5718455910682678
22,8,0.5634675025939941
22,9,0.559367299079895
22,10,0.587235152721405
23,2,0.8741536140441895
23,3,0.8759233355522156
23,4,0.8563096523284912
23,5,0.6477510929107666
23,6,0.7108092904090881
23,7,0.6925485730171204
23,8,0.6667143702507019
23,9,0.6334970593452454
23,10,0.598230242729187
24,2,0.8284838199615479
24,3,0.8313907980918884
24,4,0.8873128294944763
24,5,0.6716697812080383
24,6,0.6633351445198059
24,7,0.5927537679672241
24,8,0.5617941617965698
24,9,0.5598469972610474
24,10,0.55019611120224
