,chain,Tg
0,0.0,340.0
0,1.0,250.5
0,2.0,330.0
0,3.0,330.5
0,4.0,341.0
0,5.0,330.0
0,6.0,325.0
0,7.0,352.5
0,8.0,310.0
0,9.0,320.0
0,10.0,276.5
0,11.0,320.0
0,12.0,306.5
0,13.0,330.0
0,14.0,351.5
0,15.0,330.5
0,16.0,350.0
0,17.0,307.0
0,18.0,360.0
0,19.0,280.0
0,20.0,320.0
0,21.0,280.0
0,22.0,370.0
0,23.0,356.0
0,24.0,330.0
1,mean,323.9
