,chain,Tg
0,0.0,340.0
0,1.0,330.0
0,2.0,309.0
0,3.0,329.5
0,4.0,320.0
0,5.0,340.0
0,6.0,372.0
0,7.0,380.0
0,8.0,353.5
0,9.0,200.5
0,10.0,310.0
0,11.0,260.5
0,12.0,326.5
0,13.0,330.0
0,14.0,290.0
0,15.0,309.0
0,16.0,380.0
0,17.0,289.5
0,18.0,210.0
0,19.0,350.0
0,20.0,297.0
0,21.0,334.0
0,22.0,360.0
0,23.0,332.5
0,24.0,350.0
1,mean,320.14
