chain,best_n_clusters,best_silhouette_score,best_Tg
0,2,0.8224933743476868,380.0
1,3,0.8594119548797607,360.0
2,2,0.7683998942375183,300.5
3,2,0.8174052834510803,390.0
4,6,0.8649793863296509,341.0
5,8,0.7848183512687683,230.5
6,10,0.9183288812637329,300.0
7,5,0.8139989376068115,300.0
8,6,0.7963243722915649,290.0
9,7,0.791853666305542,300.0
10,2,0.8377783298492432,330.0
11,2,0.8285707235336304,380.0
12,5,0.848346471786499,290.0
13,2,0.7803276777267456,360.0
14,9,0.8444384932518005,300.5
15,3,0.7621325850486755,350.0
16,4,0.7508434057235718,350.0
17,2,0.7567187547683716,340.0
18,2,0.9153779745101929,430.5
19,7,0.8520739078521729,286.5
20,2,0.820692777633667,350.0
21,3,0.8272740840911865,
22,7,0.8199406266212463,280.0
23,10,0.8923768401145935,258.5
24,3,0.8350031971931458,353.5
