,chain,Tg
0,0.0,100.0
0,1.0,66.5
0,2.0,51.0
0,3.0,180.0
0,4.0,91.0
0,5.0,89.0
0,6.0,120.0
0,7.0,141.5
0,8.0,100.5
0,9.0,137.5
0,10.0,51.0
0,11.0,65.0
0,12.0,152.5
0,13.0,117.0
0,14.0,51.0
0,15.0,101.5
0,16.0,56.0
0,17.0,120.0
0,18.0,120.0
0,19.0,150.0
0,20.0,160.5
0,21.0,90.0
0,22.0,121.5
0,23.0,96.0
0,24.0,107.0
1,mean,105.44
