chain,best_n_clusters,best_silhouette_score,best_Tg
0,2,0.8198972940444946,502.0
1,2,0.966671347618103,501.5
2,5,0.9200644493103027,369.5
3,2,0.9478796124458313,431.5
4,2,0.923467218875885,470.0
5,4,0.9414811134338379,400.0
6,4,0.5541298389434814,258.0
7,4,0.9171242117881775,370.0
8,3,0.7973414659500122,450.0
9,2,0.8080688714981079,480.0
10,8,0.9127171635627747,370.0
11,2,0.9634729623794556,530.0
12,4,0.8597844839096069,470.0
13,4,0.8769629001617432,470.0
14,3,0.8674243092536926,380.0
15,3,0.843092679977417,450.0
16,2,0.9522731304168701,442.5
17,6,0.9225960373878479,297.5
18,2,0.8788156509399414,450.0
19,4,0.91859370470047,443.0
20,3,0.9378986954689026,337.0
21,3,0.9454056024551392,450.5
22,3,0.9333415031433105,470.0
23,2,0.8634335994720459,430.0
24,3,0.8424456119537354,454.0
