,chain,Tg
0,0.0,254.0
0,1.0,266.5
0,2.0,344.0
0,3.0,431.5
0,4.0,424.0
0,5.0,400.0
0,6.0,257.5
0,7.0,370.0
0,8.0,251.5
0,9.0,251.5
0,10.0,370.0
0,11.0,251.0
0,12.0,450.0
0,13.0,254.5
0,14.0,380.0
0,15.0,410.5
0,16.0,252.0
0,17.0,262.5
0,18.0,409.5
0,19.0,420.0
0,20.0,337.0
0,21.0,330.0
0,22.0,332.0
0,23.0,250.5
0,24.0,289.5
1,mean,329.98
