chain,n_clusters,silhouette_score
0,2,0.7038775086402893
0,3,0.6729087233543396
0,4,0.6411734819412231
0,5,0.6069304347038269
0,6,0.6035058498382568
0,7,0.6307573318481445
0,8,0.6056778430938721
0,9,0.6201273202896118
0,10,0.6365752220153809
1,2,0.7822734117507935
1,3,0.7425071001052856
1,4,0.7212176322937012
1,5,0.7096471786499023
1,6,0.6777612566947937
1,7,0.4548637270927429
1,8,0.45401066541671753
1,9,0.4474307596683502
1,10,0.4548749625682831
2,2,0.7336835861206055
2,3,0.7715960144996643
2,4,0.8443763852119446
2,5,0.7112575769424438
2,6,0.6938424110412598
2,7,0.7713552713394165
2,8,0.764189600944519
2,9,0.7724420428276062
2,10,0.7463566660881042
3,2,0.9108328223228455
3,3,0.7430448532104492
3,4,0.5700242519378662
3,5,0.6133978962898254
3,6,0.47074323892593384
3,7,0.5196097493171692
3,8,0.5496304035186768
3,9,0.5689658522605896
3,10,0.535082221031189
4,2,0.8223571181297302
4,3,0.7376476526260376
4,4,0.7550790905952454
4,5,0.7583279013633728
4,6,0.7546889185905457
4,7,0.5972439050674438
4,8,0.5417042970657349
4,9,0.48933103680610657
4,10,0.4814200699329376
5,2,0.6753132939338684
5,3,0.741969645023346
5,4,0.775981068611145
5,5,0.7493293285369873
5,6,0.7806233167648315
5,7,0.7577513456344604
5,8,0.7646804451942444
5,9,0.7339757084846497
5,10,0.7401528358459473
6,2,0.8880241513252258
6,3,0.8848130702972412
6,4,0.5314720273017883
6,5,0.4837644398212433
6,6,0.5254996418952942
6,7,0.5389338731765747
6,8,0.5509203672409058
6,9,0.549013078212738
6,10,0.5557882785797119
7,2,0.5154193639755249
7,3,0.4280605614185333
7,4,0.4122246503829956
7,5,0.42380693554878235
7,6,0.4216347634792328
7,7,0.4428669214248657
7,8,0.4190863370895386
7,9,0.41960152983665466
7,10,0.42629197239875793
8,2,0.5503029227256775
8,3,0.571326732635498
8,4,0.588905394077301
8,5,0.5518174171447754
8,6,0.5455182790756226
8,7,0.5980583429336548
8,8,0.5580812096595764
8,9,0.546178936958313
8,10,0.5487321615219116
9,2,0.6281906366348267
9,3,0.6447506546974182
9,4,0.664909303188324
9,5,0.6136736869812012
9,6,0.5185065269470215
9,7,0.4441585838794708
9,8,0.4361124336719513
9,9,0.44863155484199524
9,10,0.45723462104797363
10,2,0.738353967666626
10,3,0.8662145137786865
10,4,0.7708863019943237
10,5,0.7450360059738159
10,6,0.6591391563415527
10,7,0.6296813488006592
10,8,0.6465513110160828
10,9,0.6635604500770569
10,10,0.6646776795387268
11,2,0.6794091463088989
11,3,0.710377037525177
11,4,0.5342559218406677
11,5,0.5672539472579956
11,6,0.4959637522697449
11,7,0.5085591673851013
11,8,0.5283039808273315
11,9,0.5479470491409302
11,10,0.550420343875885
12,2,0.8398422002792358
12,3,0.6875773668289185
12,4,0.5216684937477112
12,5,0.5347616076469421
12,6,0.5592489242553711
12,7,0.5080896615982056
12,8,0.5177950263023376
12,9,0.4832606911659241
12,10,0.4408623278141022
13,2,0.48361727595329285
13,3,0.5447545051574707
13,4,0.6093989014625549
13,5,0.6144303679466248
13,6,0.623857319355011
13,7,0.6540682911872864
13,8,0.6111827492713928
13,9,0.6043828129768372
13,10,0.601814329624176
14,2,0.8646969199180603
14,3,0.7491210699081421
14,4,0.7472971677780151
14,5,0.740034818649292
14,6,0.6268499493598938
14,7,0.6338610053062439
14,8,0.6521604657173157
14,9,0.6539507508277893
14,10,0.6409185528755188
15,2,0.7475554347038269
15,3,0.5408294796943665
15,4,0.5588585138320923
15,5,0.476833701133728
15,6,0.4819258749485016
15,7,0.49138733744621277
15,8,0.4709497392177582
15,9,0.45977774262428284
15,10,0.4659816324710846
16,2,0.8007556796073914
16,3,0.7625411748886108
16,4,0.7927367091178894
16,5,0.809933066368103
16,6,0.8214709162712097
16,7,0.831613302230835
16,8,0.5137419700622559
16,9,0.5526813864707947
16,10,0.5373644232749939
17,2,0.4348806142807007
17,3,0.4492702782154083
17,4,0.4252623915672302
17,5,0.4594845473766327
17,6,0.479021281003952
17,7,0.5242030024528503
17,8,0.510248064994812
17,9,0.5296567678451538
17,10,0.5177237391471863
18,2,0.5406563878059387
18,3,0.4698753356933594
18,4,0.5561156868934631
18,5,0.5810478925704956
18,6,0.5551734566688538
18,7,0.5612738132476807
18,8,0.5410406589508057
18,9,0.5202356576919556
18,10,0.5251404047012329
19,2,0.7465298771858215
19,3,0.8483213186264038
19,4,0.8081193566322327
19,5,0.8134658932685852
19,6,0.610683023929596
19,7,0.618033766746521
19,8,0.598444938659668
19,9,0.6111371517181396
19,10,0.568464457988739
20,2,0.5765420198440552
20,3,0.49333611130714417
20,4,0.43054381012916565
20,5,0.4300614297389984
20,6,0.4258052706718445
20,7,0.42805051803588867
20,8,0.4278629422187805
20,9,0.41638660430908203
20,10,0.39418110251426697
21,2,0.7908925414085388
21,3,0.929435670375824
21,4,0.8547905683517456
21,5,0.8184002637863159
21,6,0.5747423768043518
21,7,0.5946715474128723
21,8,0.6241700649261475
21,9,0.6257114410400391
21,10,0.6365715861320496
22,2,0.8879055380821228
22,3,0.8032084107398987
22,4,0.765672504901886
22,5,0.7522006034851074
22,6,0.4383697211742401
22,7,0.46570727229118347
22,8,0.46550872921943665
22,9,0.47174355387687683
22,10,0.5005115270614624
23,2,0.7412924766540527
23,3,0.6720106601715088
23,4,0.46039173007011414
23,5,0.43860384821891785
23,6,0.46452197432518005
23,7,0.46199581027030945
23,8,0.4739900827407837
23,9,0.4778708517551422
23,10,0.466251403093338
24,2,0.4079757332801819
24,3,0.4165780544281006
24,4,0.4332485496997833
24,5,0.40715253353118896
24,6,0.41397911310195923
24,7,0.40402814745903015
24,8,0.4174759089946747
24,9,0.41829660534858704
24,10,0.41507261991500854
