chain,best_n_clusters,best_silhouette_score,best_Tg
0,4,0.9516617655754089,411.5
1,2,0.8066061735153198,400.0
2,8,0.9349972605705261,347.0
3,3,0.8486414551734924,390.0
4,5,0.9168463349342346,380.0
5,4,0.8969274759292603,370.0
6,3,0.9240529537200928,370.0
7,2,0.8588858842849731,380.5
8,5,0.8275099992752075,373.0
9,3,0.8950437903404236,420.0
10,4,0.8987720012664795,380.0
11,6,0.8960183262825012,370.0
12,6,0.916999101638794,368.0
13,6,0.8587133884429932,390.0
14,6,0.8638976812362671,370.0
15,6,0.9251700043678284,269.5
16,3,0.8132417798042297,440.0
17,2,0.8792303204536438,381.5
18,5,0.9371206164360046,372.0
19,5,0.9003757834434509,390.0
20,9,0.8631463646888733,229.5
21,9,0.9203096032142639,261.0
22,5,0.8268073201179504,370.0
23,2,0.8574827909469604,370.0
24,5,0.9104273319244385,380.0
