,chain,Tg
0,0.0,298.0
0,1.0,281.0
0,2.0,330.0
0,3.0,248.5
0,4.0,360.0
0,5.0,370.0
0,6.0,330.5
0,7.0,350.0
0,8.0,330.0
0,9.0,340.0
0,10.0,281.0
0,11.0,360.0
0,12.0,305.0
0,13.0,370.0
0,14.0,360.0
0,15.0,330.5
0,16.0,360.0
0,17.0,341.0
0,18.0,350.0
0,19.0,330.5
0,20.0,360.0
0,21.0,360.0
0,22.0,360.0
0,23.0,359.5
0,24.0,330.5
1,mean,335.84
