chain,best_n_clusters,best_silhouette_score,best_Tg
0,8,0.8249028921127319,330.0
1,3,0.8066409230232239,380.0
2,2,0.8156915307044983,400.0
3,6,0.7882687449455261,340.0
4,5,0.843067467212677,318.5
5,5,0.8204343914985657,320.0
6,9,0.8326390385627747,314.0
7,4,0.7470487952232361,300.0
8,10,0.7242646217346191,260.0
9,2,0.870150089263916,318.0
10,6,0.8718883991241455,330.0
11,4,0.8498568534851074,330.0
12,8,0.768427848815918,312.5
13,2,0.7944055199623108,360.0
14,4,0.7952640056610107,370.0
15,5,0.8523918986320496,341.5
16,2,0.8995494246482849,360.0
17,6,0.8281034827232361,301.5
18,4,0.8701376914978027,303.5
19,4,0.8226633071899414,350.0
20,4,0.81923907995224,500.0
21,3,0.854891300201416,340.0
22,8,0.8132767081260681,310.0
23,5,0.8163700103759766,261.0
24,5,0.8534321188926697,340.0
