,chain,Tg
0,0.0,338.5
0,1.0,340.0
0,2.0,336.0
0,3.0,340.0
0,4.0,291.0
0,5.0,315.5
0,6.0,268.5
0,7.0,260.0
0,8.0,309.5
0,9.0,320.0
0,10.0,340.0
0,11.0,340.0
0,12.0,290.0
0,13.0,296.0
0,14.0,350.0
0,15.0,338.0
0,16.0,320.0
0,17.0,360.0
0,18.0,349.0
0,19.0,292.5
0,20.0,338.0
0,21.0,303.0
0,22.0,335.5
0,23.0,339.0
0,24.0,337.0
1,mean,321.88
