temp,UMAP1,UMAP2,Cluster,Grid_X,Grid_Y,State
200.0,-0.7320946,6.9165974,1,-1,0,glassy
200.5,-0.5945049,7.094836,1,-1,0,glassy
201.0,-0.7986944,6.837552,1,-1,0,glassy
201.5,-0.097638994,6.74279,1,-1,0,glassy
202.0,-0.32425457,6.901131,1,-1,0,glassy
202.5,-0.394278,6.95457,1,-1,0,glassy
203.0,-0.2453954,6.613701,1,-1,0,glassy
203.5,0.032873336,6.1024957,1,0,0,glassy
204.0,0.177126,6.0784984,1,0,0,glassy
204.5,0.113938354,5.9034705,1,0,0,glassy
205.0,-0.063768856,5.9085035,1,-1,0,glassy
205.5,0.300436,5.8573256,1,0,0,glassy
206.0,-0.11243519,7.1432557,1,-1,0,glassy
206.5,0.036234632,6.5620446,1,0,0,glassy
207.0,-0.082535945,7.114581,1,-1,0,glassy
207.5,-0.36809698,7.404896,1,-1,0,glassy
208.0,-0.15869929,7.1463795,1,-1,0,glassy
208.5,-0.022418737,6.5815496,1,-1,0,glassy
209.0,-0.26330474,7.185476,1,-1,0,glassy
209.5,-0.4007897,7.0046835,1,-1,0,glassy
210.0,-0.047406677,6.1838813,1,-1,0,glassy
210.5,-0.09974487,6.61285,1,-1,0,glassy
211.0,0.49205127,6.0994544,1,0,0,glassy
211.5,0.35467145,5.896521,1,0,0,glassy
212.0,0.20230569,6.412297,1,0,0,glassy
212.5,0.032875802,6.15927,1,0,0,glassy
213.0,0.3623715,5.830913,1,0,0,glassy
213.5,-0.36188784,6.1325283,1,-1,0,glassy
214.0,-0.26354355,5.8294325,1,-1,0,glassy
214.5,-0.34079167,5.949648,1,-1,0,glassy
215.0,-0.39321914,6.241212,1,-1,0,glassy
215.5,-0.69073516,6.5717015,1,-1,0,glassy
216.0,-0.5127391,6.6510415,1,-1,0,glassy
216.5,-0.3927073,7.186496,1,-1,0,glassy
217.0,-0.6814859,6.7603993,1,-1,0,glassy
217.5,-0.883085,6.462881,1,-1,0,glassy
218.0,-0.57616293,6.587857,1,-1,0,glassy
218.5,-0.16425084,6.565557,1,-1,0,glassy
219.0,-0.77204555,6.5481057,1,-1,0,glassy
219.5,-0.46511468,6.4413543,1,-1,0,glassy
220.0,-1.4079795,6.7906322,1,-1,0,glassy
220.5,-1.2454988,6.603669,1,-1,0,glassy
221.0,-1.3102244,6.8610654,1,-1,0,glassy
221.5,-0.8944363,6.496662,1,-1,0,glassy
222.0,-1.1210074,6.958752,1,-1,0,glassy
222.5,-1.1191399,6.6579533,1,-1,0,glassy
223.0,-0.50597465,6.7195454,1,-1,0,glassy
223.5,-0.28630945,6.641785,1,-1,0,glassy
224.0,-0.92740774,7.288608,1,-1,0,glassy
224.5,-0.9552689,7.1250267,1,-1,0,glassy
225.0,-0.9322089,7.1766467,1,-1,0,glassy
225.5,-1.0406915,6.8906054,1,-1,0,glassy
226.0,-0.82630736,7.3608975,1,-1,0,glassy
226.5,-1.2067546,7.023823,1,-1,0,glassy
227.0,-1.186352,6.6819663,1,-1,0,glassy
227.5,-1.5995039,7.107422,1,-1,0,glassy
228.0,-1.4721549,6.939466,1,-1,0,glassy
228.5,-1.5589427,6.845412,1,-1,0,glassy
229.0,-0.6292163,6.144251,1,-1,0,glassy
229.5,-0.622998,7.5527334,1,-1,0,glassy
230.0,-0.63191944,7.507822,1,-1,0,glassy
230.5,-0.7140519,7.5385165,1,-1,0,glassy
231.0,-0.3789506,6.939145,1,-1,0,glassy
231.5,-0.6343482,7.5543213,1,-1,0,glassy
232.0,-0.8099937,7.134875,1,-1,0,glassy
232.5,-0.09692231,6.452341,1,-1,0,glassy
233.0,0.09867786,6.7316937,1,0,0,glassy
233.5,-1.1939923,6.810554,1,-1,0,glassy
234.0,-1.5390961,6.9867983,1,-1,0,glassy
234.5,-0.72613317,7.405715,1,-1,0,glassy
235.0,-0.85159636,7.0307326,1,-1,0,glassy
235.5,-0.024128072,6.891843,1,-1,0,glassy
236.0,-0.59923166,6.4259152,1,-1,0,glassy
236.5,-0.41834766,7.284339,1,-1,0,glassy
237.0,-0.260717,6.9272113,1,-1,0,glassy
237.5,0.23166081,6.7593412,1,0,0,glassy
238.0,0.32443416,6.530763,1,0,0,glassy
238.5,-0.31625757,7.354033,1,-1,0,glassy
239.0,-0.7869593,7.561282,1,-1,0,glassy
239.5,-1.0272394,7.3596435,1,-1,0,glassy
240.0,-0.8516967,6.9489036,1,-1,0,glassy
240.5,-0.88452005,7.5973463,1,-1,0,glassy
241.0,-0.9150886,7.1912174,1,-1,0,glassy
241.5,-0.90856194,6.727705,1,-1,0,glassy
242.0,-0.14377305,7.42648,1,-1,0,glassy
242.5,-0.45744368,6.8192825,1,-1,0,glassy
243.0,-0.85690725,6.609725,1,-1,0,glassy
243.5,-0.15372293,6.252156,1,-1,0,glassy
244.0,-0.319686,7.455768,1,-1,0,glassy
244.5,-0.16394603,6.76004,1,-1,0,glassy
245.0,-0.71657103,7.6888003,1,-1,0,glassy
245.5,-0.53679246,7.2388287,1,-1,0,glassy
246.0,-0.4673475,7.071661,1,-1,0,glassy
246.5,-1.2036879,7.2360153,1,-1,0,glassy
247.0,-0.2244637,7.4762087,1,-1,0,glassy
247.5,-1.0400299,7.1237674,1,-1,0,glassy
248.0,-1.1556677,6.9185076,1,-1,0,glassy
248.5,-0.9669713,7.0874705,1,-1,0,glassy
249.0,-1.189389,7.3840313,1,-1,0,glassy
249.5,-0.59218216,6.3715887,1,-1,0,glassy
250.0,-0.86583275,6.200888,1,-1,0,glassy
250.5,-1.032097,5.911044,1,-1,0,glassy
251.0,-0.19675884,6.2114544,1,-1,0,glassy
251.5,-1.0347197,6.3710194,1,-1,0,glassy
