,chain,Tg
0,0.0,410.0
0,1.0,254.0
0,2.0,310.0
0,3.0,426.5
0,4.0,452.0
0,5.0,370.0
0,6.0,251.0
0,7.0,325.5
0,8.0,262.0
0,9.0,310.0
0,10.0,251.0
0,11.0,310.0
0,12.0,276.0
0,13.0,399.5
0,14.0,395.5
0,15.0,360.5
0,16.0,412.0
0,17.0,321.5
0,18.0,286.5
0,19.0,375.0
0,20.0,328.5
0,21.0,410.5
0,22.0,301.5
0,23.0,252.5
0,24.0,410.5
1,mean,338.48
