,chain,Tg
0,0.0,330.0
0,1.0,201.0
0,2.0,224.5
0,3.0,271.5
0,4.0,207.0
0,5.0,232.0
0,6.0,333.0
0,7.0,201.0
0,8.0,291.0
0,9.0,200.5
0,10.0,350.0
0,11.0,270.0
0,12.0,309.0
0,13.0,350.0
0,14.0,200.5
0,15.0,320.0
0,16.0,320.0
0,17.0,320.0
0,18.0,344.5
0,19.0,205.0
0,20.0,201.5
0,21.0,200.5
0,22.0,200.5
0,23.0,201.0
0,24.0,205.0
1,mean,259.56
