,chain,Tg
0,0.0,370.0
0,1.0,321.0
0,2.0,254.0
0,3.0,363.5
0,4.0,334.5
0,5.0,360.0
0,6.0,210.0
0,7.0,265.5
0,8.0,204.5
0,9.0,330.0
0,10.0,370.0
0,11.0,350.0
0,12.0,300.0
0,13.0,360.0
0,14.0,315.0
0,15.0,320.0
0,16.0,361.0
0,17.0,301.0
0,18.0,201.5
0,19.0,360.0
0,20.0,410.0
0,21.0,240.0
0,22.0,350.0
0,23.0,331.5
0,24.0,328.5
1,mean,316.46
