chain,n_clusters,silhouette_score
0,2,0.7592731714248657
0,3,0.7710138559341431
0,4,0.6831071972846985
0,5,0.6837825179100037
0,6,0.690261721611023
0,7,0.49807703495025635
0,8,0.5125011205673218
0,9,0.5314109921455383
0,10,0.536767840385437
1,2,0.7272958159446716
1,3,0.6413623094558716
1,4,0.602985680103302
1,5,0.6019552946090698
1,6,0.6236698031425476
1,7,0.6611855626106262
1,8,0.5617921352386475
1,9,0.5845516920089722
1,10,0.5667708516120911
2,2,0.9171686768531799
2,3,0.9174728393554688
2,4,0.6148285865783691
2,5,0.6631298065185547
2,6,0.6602151393890381
2,7,0.6307899355888367
2,8,0.593208372592926
2,9,0.5747174620628357
2,10,0.540152907371521
3,2,0.8405773043632507
3,3,0.6288031935691833
3,4,0.5771926045417786
3,5,0.6125496029853821
3,6,0.4974716603755951
3,7,0.5009667277336121
3,8,0.5051044225692749
3,9,0.49369990825653076
3,10,0.47982096672058105
4,2,0.8307838439941406
4,3,0.6363738179206848
4,4,0.676136314868927
4,5,0.6812313795089722
4,6,0.7045145630836487
4,7,0.4673336446285248
4,8,0.5132439732551575
4,9,0.516971230506897
4,10,0.5220136046409607
5,2,0.8566864132881165
5,3,0.9436843395233154
5,4,0.7292202115058899
5,5,0.6389860510826111
5,6,0.6166693568229675
5,7,0.5652790665626526
5,8,0.5734161734580994
5,9,0.4983598589897156
5,10,0.5059128999710083
6,2,0.7326867580413818
6,3,0.6562215685844421
6,4,0.7536253333091736
6,5,0.7391178011894226
6,6,0.7314269542694092
6,7,0.6558413505554199
6,8,0.541350781917572
6,9,0.563364565372467
6,10,0.5148058533668518
7,2,0.6555999517440796
7,3,0.6478626132011414
7,4,0.632174551486969
7,5,0.602356493473053
7,6,0.5097917914390564
7,7,0.44884157180786133
7,8,0.4622167646884918
7,9,0.48142316937446594
7,10,0.487877756357193
8,2,0.686744749546051
8,3,0.642634391784668
8,4,0.6079733967781067
8,5,0.5946420431137085
8,6,0.6015195250511169
8,7,0.49434155225753784
8,8,0.498694509267807
8,9,0.499120831489563
8,10,0.4801306128501892
9,2,0.56507807970047
9,3,0.611642062664032
9,4,0.5050884485244751
9,5,0.5149886608123779
9,6,0.4738750755786896
9,7,0.4575638175010681
9,8,0.4589865207672119
9,9,0.44729045033454895
9,10,0.43263617157936096
10,2,0.5837613940238953
10,3,0.5371825098991394
10,4,0.6233316659927368
10,5,0.62937992811203
10,6,0.6015467643737793
10,7,0.5450885891914368
10,8,0.5408293604850769
10,9,0.5262683629989624
10,10,0.5165472030639648
11,2,0.7663296461105347
11,3,0.8280045986175537
11,4,0.851151704788208
11,5,0.818348228931427
11,6,0.8519120812416077
11,7,0.6294374465942383
11,8,0.6065424084663391
11,9,0.5695801973342896
11,10,0.5688971877098083
12,2,0.7816771864891052
12,3,0.727719247341156
12,4,0.7521975040435791
12,5,0.7631261944770813
12,6,0.7226601243019104
12,7,0.7024238705635071
12,8,0.7186020612716675
12,9,0.7287887334823608
12,10,0.6103249788284302
13,2,0.5973880887031555
13,3,0.5979728102684021
13,4,0.6403358578681946
13,5,0.6091166734695435
13,6,0.6264376044273376
13,7,0.5316959619522095
13,8,0.5469359755516052
13,9,0.5409388542175293
13,10,0.5362697839736938
14,2,0.8655617833137512
14,3,0.8676620721817017
14,4,0.776256799697876
14,5,0.756939709186554
14,6,0.7068538069725037
14,7,0.707896888256073
14,8,0.61737060546875
14,9,0.61582350730896
14,10,0.585658073425293
15,2,0.8912315964698792
15,3,0.789325475692749
15,4,0.6320120096206665
15,5,0.6334041357040405
15,6,0.5420336723327637
15,7,0.45939403772354126
15,8,0.4832225441932678
15,9,0.4727076292037964
15,10,0.44596174359321594
16,2,0.6474653482437134
16,3,0.6149067282676697
16,4,0.5634579658508301
16,5,0.5681997537612915
16,6,0.5973071455955505
16,7,0.6087890863418579
16,8,0.5983277559280396
16,9,0.5585969686508179
16,10,0.5761330723762512
