chain,best_n_clusters,best_silhouette_score,best_Tg
0,3,0.7710138559341431,120.0
1,2,0.7272958159446716,190.0
2,3,0.9174728393554688,210.0
3,2,0.8405773043632507,200.0
4,2,0.8307838439941406,130.0
5,3,0.9436843395233154,170.0
6,4,0.7536253333091736,126.5
7,2,0.6555999517440796,140.0
8,2,0.686744749546051,200.0
9,3,0.611642062664032,180.0
10,5,0.62937992811203,119.5
11,6,0.8519120812416077,140.0
12,2,0.7816771864891052,260.0
13,4,0.6403358578681946,171.0
14,3,0.8676620721817017,200.0
15,2,0.8912315964698792,270.0
16,2,0.6474653482437134,300.5
17,3,0.6472100019454956,126.5
18,2,0.8653267621994019,260.5
19,2,0.6844218373298645,300.5
20,2,0.7447405457496643,120.0
21,2,0.6316042542457581,220.0
22,2,0.8527597188949585,240.0
23,2,0.8179610371589661,270.0
24,2,0.6983317732810974,300.5
