chain,best_n_clusters,best_silhouette_score,best_Tg
0,5,0.8338099122047424,283.0
1,7,0.8037137985229492,310.5
2,3,0.836090624332428,350.0
3,4,0.8725303411483765,337.5
4,5,0.883358895778656,289.5
5,4,0.7904752492904663,380.0
6,6,0.8091950416564941,329.0
7,3,0.8287034630775452,344.0
8,6,0.8296001553535461,310.5
9,4,0.8663839101791382,310.5
10,2,0.697655975818634,
11,5,0.7756062150001526,350.0
12,4,0.8505624532699585,355.0
13,10,0.8777477741241455,289.5
14,3,0.8458428382873535,370.0
15,4,0.8664700984954834,370.0
16,2,0.8825817704200745,337.0
17,3,0.804065465927124,360.0
18,3,0.7027543187141418,360.0
19,2,0.8467433452606201,350.0
20,10,0.8494424819946289,319.5
21,2,0.7009252309799194,360.0
22,3,0.8757988214492798,350.0
23,2,0.7660364508628845,470.0
24,2,0.7288283109664917,380.0
