UMAP1,UMAP2,temp
7.667352,-13.730288,200.0
7.4205885,-13.439782,200.5
7.550202,-12.923443,201.0
7.2451415,-13.297027,201.5
7.4253607,-12.992703,202.0
7.7339983,-13.144485,202.5
7.5730033,-12.328556,203.0
7.3339543,-12.968104,203.5
8.070536,-12.8048935,204.0
7.9546995,-13.038551,204.5
8.189153,-13.3399105,205.0
7.5175185,-13.7080555,205.5
7.6477895,-13.1475315,206.0
7.6944876,-12.920512,206.5
7.849557,-12.635753,207.0
7.5345488,-13.280619,207.5
7.384796,-13.0035305,208.0
7.2421393,-12.687707,208.5
7.495836,-13.619978,209.0
7.2362323,-12.7963,209.5
6.9713955,-12.814974,210.0
7.0551047,-12.747998,210.5
7.308046,-12.519503,211.0
7.3715134,-12.775691,211.5
7.7846184,-13.362616,212.0
8.213491,-13.497156,212.5
7.40032,-13.745885,213.0
7.659344,-13.530771,213.5
7.4226737,-13.783651,214.0
8.143878,-13.256321,214.5
7.4915743,-13.82283,215.0
7.933488,-13.844918,215.5
7.3096147,-12.614087,216.0
6.9626656,-13.420721,216.5
7.2836814,-12.817333,217.0
7.661491,-13.0886545,217.5
7.516183,-13.151618,218.0
7.550275,-13.308775,218.5
8.125131,-13.462319,219.0
7.3599715,-13.259957,219.5
7.880301,-13.894099,220.0
7.1893907,-12.834091,220.5
7.6750393,-12.883378,221.0
7.828173,-13.477635,221.5
7.7713966,-13.176561,222.0
7.3526525,-12.614063,222.5
6.9786534,-13.175265,223.0
7.3759646,-12.982112,223.5
7.3582373,-13.280436,224.0
7.9730363,-12.934072,224.5
6.923856,-13.555215,225.0
7.0673456,-13.001262,225.5
7.9960384,-13.315879,226.0
7.508731,-12.809185,226.5
7.9478807,-13.49733,227.0
7.53651,-13.484832,227.5
7.918487,-14.116235,228.0
7.1101527,-12.867418,228.5
8.033749,-13.731457,229.0
8.105793,-13.783169,229.5
7.7678165,-12.823889,230.0
7.9527864,-13.675704,230.5
7.795312,-14.057782,231.0
7.9092917,-13.454,231.5
8.126152,-13.056482,232.0
7.557438,-13.983021,232.5
7.80709,-13.904782,233.0
7.290819,-12.94328,233.5
7.8248134,-13.789878,234.0
7.4697666,-14.292373,234.5
7.98339,-13.112252,235.0
6.965371,-13.021829,235.5
7.681019,-12.822334,236.0
7.1170034,-13.474278,236.5
7.9944105,-13.159297,237.0
7.953923,-12.821243,237.5
7.5835567,-13.504241,238.0
7.6751256,-12.777109,238.5
7.6390185,-13.825373,239.0
7.910444,-13.869971,239.5
7.3798294,-14.46971,240.0
7.3739758,-14.692882,240.5
7.456851,-14.292503,241.0
7.350179,-14.066206,241.5
7.5889726,-15.252386,242.0
7.5831995,-15.188693,242.5
7.506176,-15.123479,243.0
7.503687,-15.1008415,243.5
7.429079,-15.067668,244.0
7.4199615,-15.105911,244.5
7.4702806,-15.2488,245.0
7.412834,-15.07702,245.5
7.5522146,-14.995184,246.0
7.404017,-15.043823,246.5
7.436275,-15.028778,247.0
7.487771,-15.136892,247.5
7.6770787,-15.278754,248.0
7.401617,-15.584156,248.5
7.7778673,-13.347985,249.0
8.099022,-13.035945,249.5
7.483922,-12.752386,250.0
7.154074,-13.597896,250.5
7.418042,-13.1521635,251.0
8.022174,-13.678624,251.5
8.205382,-13.498883,252.0
8.132761,-13.623145,252.5
8.212916,-13.196859,253.0
8.1469345,-13.821199,253.5
8.047028,-14.321515,254.0
7.6077094,-13.095199,254.5
7.3271766,-13.400312,255.0
7.79471,-13.74144,255.5
8.162487,-13.092908,256.0
7.7085648,-13.107551,256.5
7.2019467,-12.865611,257.0
7.8741207,-13.574378,257.5
6.8209763,-13.117377,258.0
7.372724,-13.636959,258.5
7.7572207,-12.436226,259.0
7.887055,-12.50365,259.5
7.248649,-13.527502,260.0
7.1255383,-13.3142395,260.5
7.649714,-13.011949,261.0
7.508046,-12.525086,261.5
8.027536,-12.66703,262.0
7.624848,-13.610259,262.5
7.7552075,-13.12639,263.0
7.393795,-15.818464,263.5
7.4201655,-13.399536,264.0
7.3882775,-13.897122,264.5
7.0910316,-12.902243,265.0
7.1003866,-12.830407,265.5
7.177905,-13.218905,266.0
7.254486,-13.727721,266.5
6.9139824,-13.911424,267.0
7.141173,-13.209213,267.5
8.058402,-12.858517,268.0
6.919516,-12.94254,268.5
6.8295736,-13.251903,269.0
7.1957445,-13.072854,269.5
7.5743394,-11.924222,270.0
7.5227404,-12.216569,270.5
7.66272,-11.902401,271.0
7.9830484,-12.344421,271.5
7.5432024,-12.472951,272.0
8.071037,-12.329741,272.5
7.7374473,-12.161785,273.0
7.3126054,-12.285397,273.5
7.857576,-12.727479,274.0
8.028072,-12.47572,274.5
7.783262,-12.067925,275.0
7.5881257,-12.0503235,275.5
7.7598267,-12.229779,276.0
7.642387,-12.192393,276.5
7.939703,-12.207708,277.0
7.9379306,-11.973773,277.5
7.709276,-12.306941,278.0
7.8611217,-12.427468,278.5
7.857234,-12.018711,279.0
7.8259926,-11.841181,279.5
7.658415,-11.335462,280.0
7.380137,-11.615131,280.5
7.7867584,-11.148695,281.0
7.341007,-11.544061,281.5
7.5030966,-11.441783,282.0
7.537291,-11.658806,282.5
7.799746,-11.330483,283.0
7.706531,-11.4749775,283.5
7.5720525,-11.216888,284.0
7.257878,-11.499112,284.5
7.3405504,-11.468889,285.0
7.182501,-11.563564,285.5
7.653787,-11.012053,286.0
7.2923694,-11.654967,286.5
7.3385496,-11.386046,287.0
7.32367,-11.221881,287.5
7.2388783,-11.288314,288.0
7.5719614,-11.433423,288.5
7.74396,-11.09842,289.0
7.3766026,-11.141767,289.5
7.2628636,-10.711149,290.0
7.3348155,-10.759381,290.5
7.222553,-10.65499,291.0
7.1758556,-10.639771,291.5
7.1540046,-10.594179,292.0
7.500993,-10.743247,292.5
7.570496,-10.532824,293.0
7.1594577,-10.74128,293.5
7.226223,-10.7211685,294.0
7.33097,-11.259347,294.5
7.1167293,-11.062339,295.0
7.1405106,-11.076523,295.5
7.1901546,-10.969996,296.0
7.4559274,-10.669108,296.5
7.263918,-10.621655,297.0
7.2977676,-11.3317795,297.5
7.370268,-11.055956,298.0
7.5504055,-10.855263,298.5
7.3738694,-10.76841,299.0
7.2408237,-11.104761,299.5
7.509003,-10.65841,300.0
7.381576,-10.534119,300.5
7.356302,-10.640418,301.0
7.705368,-10.878169,301.5
7.6413374,-10.801611,302.0
7.928515,-10.972162,302.5
7.563109,-11.33018,303.0
7.921188,-11.099862,303.5
7.906251,-11.239302,304.0
7.8137984,-10.995627,304.5
7.8258657,-10.845332,305.0
7.673926,-10.8492565,305.5
7.9794364,-10.91035,306.0
7.9988985,-11.405798,306.5
8.023,-11.039294,307.0
7.9436746,-10.91921,307.5
7.661901,-11.166372,308.0
7.400149,-11.16911,308.5
7.811973,-10.904999,309.0
7.700104,-11.115785,309.5
9.69113,-15.654508,310.0
9.617386,-15.765028,310.5
9.630259,-15.658871,311.0
9.6251545,-15.676341,311.5
9.381322,-15.513117,312.0
9.586842,-15.583915,312.5
9.800674,-15.5579605,313.0
9.65865,-15.700537,313.5
9.462168,-15.993303,314.0
9.832655,-15.718139,314.5
9.70322,-15.743932,315.0
9.560635,-15.876522,315.5
9.674559,-15.845994,316.0
9.697192,-15.667047,316.5
9.632007,-15.799022,317.0
9.518929,-16.056889,317.5
9.692197,-15.726083,318.0
9.553847,-15.847674,318.5
9.37419,-16.182062,319.0
9.047949,-16.51887,319.5
9.030518,-16.550749,320.0
9.244302,-16.409187,320.5
9.294034,-16.417318,321.0
9.1611185,-16.46407,321.5
9.1098585,-16.53676,322.0
9.242655,-16.769865,322.5
8.789186,-16.526125,323.0
9.1725855,-16.660103,323.5
9.261883,-16.710924,324.0
8.946039,-16.679586,324.5
8.730362,-16.659225,325.0
9.202386,-16.452969,325.5
9.125331,-16.393204,326.0
9.008941,-16.58325,326.5
8.80937,-16.66652,327.0
9.147486,-16.585358,327.5
8.966188,-16.317308,328.0
9.142479,-16.730623,328.5
8.818743,-16.504545,329.0
8.754955,-16.32629,329.5
8.621804,-16.64899,330.0
9.022971,-16.845495,330.5
9.223718,-16.405338,331.0
9.002357,-16.736248,331.5
9.26425,-16.720339,332.0
9.027247,-16.847565,332.5
8.959048,-16.281979,333.0
8.97928,-16.852076,333.5
8.973907,-16.594042,334.0
9.33214,-16.805155,334.5
8.910814,-16.797428,335.0
9.183312,-16.923666,335.5
9.1452055,-16.927017,336.0
9.178388,-16.823772,336.5
8.935993,-16.757051,337.0
9.178926,-17.019928,337.5
9.3933935,-16.724848,338.0
9.381431,-16.824392,338.5
9.371265,-16.699686,339.0
9.248512,-16.835037,339.5
8.054194,-15.955525,340.0
8.012713,-15.427087,340.5
8.1516485,-15.792974,341.0
8.188635,-15.90255,341.5
8.097613,-15.765287,342.0
8.074717,-15.714497,342.5
8.209259,-15.852855,343.0
8.007381,-15.468678,343.5
7.935817,-15.783218,344.0
8.013875,-15.575452,344.5
8.263431,-15.986702,345.0
7.8810663,-15.533455,345.5
7.657286,-15.292687,346.0
7.7639523,-15.324637,346.5
7.7359405,-15.636172,347.0
8.038571,-15.422235,347.5
8.103533,-15.799533,348.0
7.71052,-16.100927,348.5
8.151311,-15.781922,349.0
8.018172,-15.575273,349.5
7.434678,-15.8769,350.0
7.492035,-15.776875,350.5
7.567206,-16.0194,351.0
7.567899,-15.88252,351.5
7.6449275,-16.240711,352.0
