,chain,Tg
0,0.0,120.0
0,1.0,52.0
0,2.0,121.5
0,3.0,141.5
0,4.0,130.0
0,5.0,59.0
0,6.0,120.0
0,7.0,134.5
0,8.0,122.5
0,9.0,51.0
0,10.0,112.0
0,11.0,140.0
0,12.0,100.5
0,13.0,130.0
0,14.0,104.0
0,15.0,134.0
0,16.0,123.0
0,17.0,97.0
0,18.0,90.0
0,19.0,226.5
0,20.0,120.0
0,21.0,84.0
0,22.0,152.5
0,23.0,140.0
0,24.0,103.5
1,mean,116.36
