chain,best_n_clusters,best_silhouette_score,best_Tg
0,5,0.8587440252304077,320.0
1,3,0.7740693092346191,380.0
2,5,0.8212386965751648,350.0
3,4,0.8975173234939575,310.0
4,2,0.8526044487953186,380.0
5,4,0.7149264812469482,212.5
6,5,0.9375187158584595,310.0
7,3,0.9039474129676819,337.0
8,9,0.8799100518226624,310.0
9,5,0.6456229090690613,220.0
10,4,0.7596331834793091,347.5
11,4,0.8730940222740173,340.0
12,5,0.8500022888183594,300.0
13,2,0.776577889919281,380.0
14,5,0.638752281665802,370.0
15,5,0.7499082088470459,400.0
16,3,0.49940377473831177,393.5
17,2,0.7914626002311707,350.0
18,3,0.7073151469230652,420.5
19,2,0.655098021030426,330.0
20,2,0.601179838180542,420.0
21,4,0.37056267261505127,290.0
22,2,0.5835912227630615,320.0
23,2,0.7203728556632996,427.0
24,2,0.5493282079696655,
