chain,best_n_clusters,best_silhouette_score,best_Tg
0,8,0.8217732310295105,298.0
1,8,0.8472936749458313,340.5
2,3,0.960849940776825,380.0
3,5,0.7695912718772888,370.0
4,6,0.8041144013404846,361.5
5,5,0.9041414856910706,370.0
6,8,0.8955737352371216,330.5
7,6,0.8898383378982544,350.0
8,4,0.9227887988090515,361.5
9,8,0.8268141150474548,330.0
10,2,0.8783299922943115,369.5
11,2,0.903033435344696,381.5
12,2,0.9128992557525635,390.5
13,5,0.8893342018127441,370.0
14,4,0.7961627244949341,360.0
15,3,0.938460111618042,330.5
16,2,0.8706914782524109,390.0
17,5,0.8463805317878723,341.0
18,3,0.8772286176681519,390.0
19,3,0.8356364965438843,330.5
20,4,0.9075106382369995,360.0
21,2,0.9289995431900024,390.0
22,7,0.8413315415382385,360.0
23,6,0.8982096314430237,359.5
24,8,0.8734623193740845,330.5
