,chain,Tg
0,0.0,240.0
0,1.0,350.0
0,2.0,201.0
0,3.0,300.0
0,4.0,318.5
0,5.0,389.0
0,6.0,310.0
0,7.0,210.0
0,8.0,300.0
0,9.0,330.0
0,10.0,239.0
0,11.0,330.0
0,12.0,201.0
0,13.0,201.5
0,14.0,321.0
0,15.0,302.5
0,16.0,240.0
0,17.0,410.0
0,18.0,251.0
0,19.0,330.0
0,20.0,330.0
0,21.0,200.5
0,22.0,201.0
0,23.0,202.0
0,24.0,200.5
1,mean,276.34
