,chain,Tg
0,0.0,330.0
0,1.0,311.5
0,2.0,330.0
0,3.0,340.0
0,4.0,319.5
0,5.0,235.5
0,6.0,314.0
0,7.0,300.0
0,8.0,240.0
0,9.0,318.0
0,10.0,330.0
0,11.0,215.0
0,12.0,312.5
0,13.0,342.0
0,14.0,300.0
0,15.0,350.0
0,16.0,350.0
0,17.0,330.0
0,18.0,303.5
0,19.0,340.0
0,20.0,320.0
0,21.0,340.0
0,22.0,310.0
0,23.0,337.0
0,24.0,340.0
1,mean,314.34
