,chain,Tg
0,0.0,307.0
0,1.0,330.0
0,2.0,310.0
0,3.0,330.0
0,4.0,271.0
0,5.0,350.0
0,6.0,340.0
0,7.0,360.5
0,8.0,350.0
0,9.0,219.5
0,10.0,309.5
0,11.0,310.0
0,12.0,220.5
0,13.0,245.5
0,14.0,280.0
0,15.0,331.0
0,16.0,315.5
0,17.0,350.0
0,18.0,340.0
0,19.0,280.0
0,20.0,370.5
0,21.0,260.0
0,22.0,290.0
0,23.0,360.5
0,24.0,330.0
1,mean,310.44
