,chain,Tg
0,0.0,355.0
0,1.0,370.0
0,2.0,370.5
0,3.0,361.5
0,4.0,337.5
0,5.0,320.5
0,6.0,360.0
0,7.0,351.5
0,8.0,331.5
0,9.0,290.0
0,10.0,350.0
0,11.0,355.0
0,12.0,365.0
0,13.0,360.0
0,14.0,294.5
0,15.0,350.0
0,16.0,354.0
0,17.0,360.0
0,18.0,365.5
0,19.0,370.0
0,20.0,350.0
0,21.0,310.0
0,22.0,321.5
0,23.0,297.0
0,24.0,351.5
1,mean,344.08
