,chain,Tg
0,0.0,205.0
0,1.0,309.0
0,2.0,320.0
0,3.0,240.0
0,4.0,205.5
0,5.0,211.5
0,6.0,356.5
0,7.0,326.5
0,8.0,320.5
0,9.0,202.0
0,10.0,303.5
0,11.0,212.5
0,12.0,211.0
0,13.0,201.0
0,14.0,380.0
0,15.0,263.5
0,16.0,213.0
0,17.0,327.0
0,18.0,325.5
0,19.0,221.5
0,20.0,217.5
0,21.0,204.5
0,22.0,370.5
0,23.0,200.5
0,24.0,200.5
1,mean,261.94
