,chain,Tg
0,0.0,264.5
0,1.0,350.0
0,2.0,320.5
0,3.0,370.0
0,4.0,330.0
0,5.0,301.5
0,6.0,350.0
0,7.0,240.0
0,8.0,340.5
0,9.0,311.5
0,10.0,310.0
0,11.0,260.0
0,12.0,331.0
0,13.0,330.0
0,14.0,320.0
0,15.0,284.5
0,16.0,352.0
0,17.0,339.0
0,18.0,240.5
0,19.0,350.5
0,20.0,320.0
0,21.0,290.0
0,22.0,251.5
0,23.0,260.0
0,24.0,328.5
1,mean,309.84
