chain,best_n_clusters,best_silhouette_score,best_Tg
0,3,0.8132270574569702,180.0
1,4,0.9127537608146667,170.0
2,5,0.7103822231292725,150.0
3,2,0.884236216545105,260.0
4,2,0.8493981957435608,190.0
5,8,0.6035456657409668,113.0
6,2,0.7955390214920044,300.5
7,2,0.8560454845428467,270.0
8,2,0.9014713764190674,300.5
9,3,0.6369657516479492,108.5
10,2,0.9246771335601807,220.0
11,2,0.6862592101097107,180.0
12,2,0.6939871907234192,200.5
13,4,0.9470702409744263,210.0
14,4,0.5996085405349731,116.0
15,3,0.8915694952011108,211.0
16,2,0.7599249482154846,174.0
17,3,0.8162572979927063,150.0
18,4,0.6595838069915771,140.0
19,7,0.6504293084144592,120.0
20,2,0.8391196131706238,180.0
21,2,0.8386605978012085,290.0
22,2,0.8720542788505554,160.0
23,2,0.6998293995857239,230.0
24,2,0.9087530374526978,270.0
