UMAP1,UMAP2,temp
-17.315275,-43.450947,200.0
-17.419474,-43.522785,200.5
-17.27525,-43.811054,201.0
-17.578947,-43.608913,201.5
-17.668234,-42.949997,202.0
-17.54059,-43.6278,202.5
-17.17705,-43.65574,203.0
-17.464645,-43.17964,203.5
-17.114851,-43.215363,204.0
-17.48593,-43.24512,204.5
-17.144924,-43.261402,205.0
-17.742,-43.22829,205.5
-17.312105,-43.0936,206.0
-18.139267,-42.954815,206.5
-17.872513,-43.56516,207.0
-17.045218,-42.84191,207.5
-17.132427,-43.370537,208.0
-17.453772,-43.79934,208.5
-17.507576,-43.78315,209.0
-18.052746,-42.41423,209.5
-17.93788,-42.71155,210.0
-17.307283,-43.02116,210.5
-17.24558,-42.395496,211.0
-17.23118,-42.47364,211.5
-16.406746,-43.10347,212.0
-16.741905,-42.606243,212.5
-17.067184,-43.659233,213.0
-17.75053,-42.554455,213.5
-17.66997,-42.32893,214.0
-17.308651,-43.443333,214.5
-18.033102,-42.548943,215.0
-17.83559,-42.494213,215.5
-17.781063,-42.876617,216.0
-17.956778,-43.62749,216.5
-17.349533,-42.56273,217.0
-17.510063,-43.23928,217.5
-17.251469,-43.385967,218.0
-17.4507,-42.32296,218.5
-17.709768,-43.455605,219.0
-17.594395,-43.563286,219.5
-17.468725,-42.372337,220.0
-17.441166,-43.21959,220.5
-17.501827,-43.467937,221.0
-17.19552,-43.491856,221.5
-16.64843,-43.304478,222.0
-17.098417,-43.31579,222.5
-17.607077,-43.26873,223.0
-17.40788,-42.456017,223.5
-18.032015,-42.808018,224.0
-17.622108,-42.268642,224.5
-17.571934,-42.41618,225.0
-18.062902,-42.37395,225.5
-17.930939,-43.331036,226.0
-17.858496,-42.888577,226.5
-17.352741,-43.417034,227.0
-16.576958,-42.98239,227.5
-17.688723,-43.489635,228.0
-18.281038,-42.627872,228.5
-17.216597,-43.567375,229.0
-16.909096,-42.747944,229.5
-17.400503,-43.4797,230.0
-17.708122,-42.398365,230.5
-18.052338,-42.814194,231.0
-16.90562,-42.292324,231.5
-17.975132,-42.51027,232.0
-16.540655,-42.89895,232.5
-18.108433,-42.350285,233.0
-17.977413,-42.433094,233.5
-16.344122,-42.908665,234.0
-17.968636,-42.314842,234.5
-17.119387,-43.109234,235.0
-17.64386,-42.62499,235.5
-17.773775,-43.8034,236.0
-17.965199,-43.383587,236.5
-17.462637,-43.863884,237.0
-17.670883,-42.70562,237.5
-17.66082,-43.670513,238.0
-17.500824,-42.655293,238.5
-17.382627,-42.89762,239.0
-17.493479,-43.60379,239.5
-18.055199,-43.003822,240.0
-17.46658,-42.275196,240.5
-16.628885,-42.54919,241.0
-16.593887,-42.614056,241.5
-17.385633,-42.79238,242.0
-18.107769,-43.2977,242.5
-18.331139,-42.67265,243.0
-17.64987,-43.70325,243.5
-18.347738,-42.684254,244.0
-16.76817,-42.873783,244.5
-18.273766,-42.510185,245.0
-17.59624,-43.050793,245.5
-17.938204,-43.756588,246.0
-17.727196,-42.68464,246.5
-16.62359,-43.098022,247.0
-17.655264,-43.801758,247.5
-17.276268,-42.73621,248.0
-17.94258,-43.54572,248.5
-17.78925,-43.453457,249.0
-16.67124,-43.18113,249.5
-17.949001,-43.12515,250.0
-16.789946,-42.50591,250.5
-17.963846,-43.26875,251.0
-18.00197,-43.3088,251.5
-17.895622,-43.06196,252.0
-17.571901,-43.515285,252.5
-17.370266,-43.05703,253.0
-16.701504,-43.647808,253.5
-17.240208,-42.961964,254.0
-16.354412,-42.523693,254.5
-17.08078,-42.919746,255.0
-16.334503,-43.27035,255.5
-17.788069,-42.402466,256.0
-17.367476,-43.46377,256.5
-17.829641,-43.562164,257.0
-17.73724,-43.26451,257.5
-17.385447,-43.79675,258.0
-17.09741,-42.29768,258.5
-18.128588,-43.113697,259.0
-17.31363,-42.518436,259.5
-17.57553,-42.724968,260.0
-17.362228,-43.302765,260.5
-16.84263,-43.587593,261.0
-16.359636,-43.331944,261.5
-17.917397,-43.425735,262.0
-16.525908,-42.865482,262.5
-16.826302,-42.330845,263.0
-17.166475,-43.763027,263.5
-17.204567,-42.423195,264.0
-16.458311,-43.537376,264.5
-16.758131,-43.61991,265.0
-17.10581,-43.654915,265.5
-17.606604,-43.22327,266.0
-17.528362,-43.940487,266.5
-17.145607,-42.38699,267.0
-17.873629,-43.531208,267.5
-16.425463,-42.84141,268.0
-17.380598,-42.50993,268.5
-17.515404,-43.07525,269.0
-18.158201,-42.588303,269.5
-16.20357,-43.335564,270.0
-16.16217,-42.739464,270.5
-16.919111,-43.37546,271.0
-16.574757,-43.391773,271.5
-16.473303,-42.499706,272.0
-16.284582,-42.434242,272.5
-16.23494,-42.91147,273.0
-16.04399,-42.893883,273.5
-16.095823,-43.110115,274.0
-16.444405,-42.78862,274.5
-16.287834,-42.67001,275.0
-17.83808,-42.19962,275.5
-16.40519,-43.310734,276.0
-16.99579,-42.46167,276.5
-16.820055,-43.424873,277.0
-17.392418,-42.5084,277.5
-16.36201,-42.745613,278.0
-16.575308,-42.647827,278.5
-16.414598,-43.16862,279.0
-17.81815,-42.99253,279.5
-16.370417,-43.173454,280.0
-16.545494,-43.536198,280.5
-16.315804,-42.832333,281.0
-16.361473,-42.557102,281.5
-17.813848,-42.584328,282.0
-16.368555,-42.835617,282.5
-16.553978,-42.947994,283.0
-16.79347,-43.443497,283.5
-16.74717,-43.38761,284.0
-16.66492,-43.33906,284.5
-17.828959,-42.562725,285.0
-16.933054,-42.143284,285.5
-16.778118,-42.174725,286.0
-16.860981,-42.822704,286.5
-16.816448,-42.63203,287.0
-17.691988,-43.059746,287.5
-16.335365,-42.418625,288.0
-16.19034,-42.426323,288.5
-16.686632,-42.312965,289.0
-16.161524,-42.50333,289.5
-16.300589,-43.4571,290.0
-17.253216,-43.048126,290.5
-16.200733,-42.5696,291.0
-17.30868,-42.691315,291.5
-16.536726,-43.22642,292.0
-16.805408,-42.45954,292.5
-16.868654,-42.481934,293.0
-16.142685,-42.69638,293.5
-16.545149,-42.346302,294.0
-3.85408,12.172644,294.5
-3.9228861,12.556048,295.0
-3.6392365,12.210352,295.5
-3.7419174,12.305387,296.0
-4.070728,12.575124,296.5
-3.5616426,12.260519,297.0
-4.036871,12.594953,297.5
-4.0357203,12.415673,298.0
-3.9635897,11.846784,298.5
-3.8261554,12.584794,299.0
-3.8975372,12.524701,299.5
-4.149461,12.020357,300.0
-3.4080892,12.060904,300.5
-3.553066,11.949765,301.0
-3.8801534,11.929614,301.5
-4.0500875,12.410902,302.0
-4.174952,11.871166,302.5
-4.142489,12.258989,303.0
-4.009706,12.10251,303.5
-3.9154267,11.762065,304.0
-3.7861822,11.925196,304.5
-3.961283,12.548738,305.0
-3.927543,11.664909,305.5
-3.9514258,12.292739,306.0
-4.1415267,11.673005,306.5
-4.256681,12.333899,307.0
-3.7160652,12.249414,307.5
-3.9625223,12.548226,308.0
-4.1110306,12.112873,308.5
-3.9490573,12.4818735,309.0
-3.8609135,12.006511,309.5
-3.9582627,12.483353,310.0
-3.979994,12.158624,310.5
-4.3863363,12.206653,311.0
-3.9851084,12.40118,311.5
-4.1704574,11.674232,312.0
-4.2571244,11.718875,312.5
-4.0711956,12.135269,313.0
-4.058022,12.149253,313.5
-4.278644,11.998682,314.0
-4.2738233,11.847004,314.5
-4.051945,11.4167185,315.0
-4.210782,12.245675,315.5
-4.095713,11.849807,316.0
-4.189423,11.47502,316.5
-4.151557,11.948016,317.0
-4.289377,12.095476,317.5
-3.8122401,11.612523,318.0
-4.320665,11.670424,318.5
-4.1309347,11.524211,319.0
-4.227742,12.306464,319.5
-4.2446537,11.521346,320.0
-3.551366,11.742107,320.5
-3.8854656,11.361474,321.0
-4.1028733,11.422252,321.5
-4.295531,11.782035,322.0
-3.7743654,12.041171,322.5
-3.7172282,11.838988,323.0
-3.5390108,12.238503,323.5
-3.514095,12.28379,324.0
-3.7902853,12.056413,324.5
-4.3332014,11.866485,325.0
-4.41092,11.821258,325.5
-4.245552,11.7950735,326.0
-4.4451804,12.078777,326.5
-4.481074,11.926952,327.0
-4.295574,11.566016,327.5
-3.2576363,12.53204,328.0
-3.9839256,11.839868,328.5
-3.6154714,11.627686,329.0
-3.711328,11.492194,329.5
-4.0253954,12.18711,330.0
-3.5797172,11.462353,330.5
-3.9793525,11.382246,331.0
-3.774669,11.398425,331.5
-3.9189897,11.294773,332.0
-3.7222269,11.487409,332.5
-3.771446,11.355084,333.0
-3.7563531,11.359937,333.5
-3.94003,11.2035265,334.0
-3.6279247,11.290192,334.5
-3.961597,11.246628,335.0
-3.5415576,11.174206,335.5
-4.162847,11.387771,336.0
-3.623409,11.42197,336.5
-3.7098238,11.220361,337.0
-3.4793596,11.4900255,337.5
-3.3665297,11.43611,338.0
-3.4450834,11.287413,338.5
-3.5031357,11.448766,339.0
-3.1875968,11.676288,339.5
-3.0825684,12.131384,340.0
-2.9178023,12.4756775,340.5
-2.9762988,12.516329,341.0
-2.9549522,12.4272375,341.5
-2.956145,12.201569,342.0
-2.9585965,12.329223,342.5
-3.2447941,12.058557,343.0
-3.0645537,12.395807,343.5
-3.0486236,12.682638,344.0
-2.7154126,12.533859,344.5
-3.045115,12.300467,345.0
-2.968129,12.1945,345.5
-2.7301502,12.29012,346.0
-2.7345097,12.692727,346.5
-2.8221796,12.698488,347.0
-2.7733963,12.584712,347.5
-2.8550706,12.33664,348.0
-2.6607332,12.681605,348.5
-2.8034675,12.442821,349.0
-3.045147,12.846842,349.5
-2.7895396,12.519176,350.0
-2.693083,12.579192,350.5
-2.8796537,12.823185,351.0
-3.111234,12.683163,351.5
-3.1000679,12.711907,352.0
-3.0316362,12.84311,352.5
-3.1568208,12.716032,353.0
-3.117573,12.706639,353.5
-2.8296778,12.732454,354.0
-2.9238782,12.184127,354.5
-2.5845938,12.687251,355.0
-2.5142846,12.62891,355.5
-2.7177556,12.71612,356.0
-2.6471353,12.715022,356.5
-2.7219136,12.927896,357.0
-2.630917,12.800379,357.5
-2.552393,12.584471,358.0
-2.695367,12.893015,358.5
-2.6196964,12.933745,359.0
-2.7370906,12.952979,359.5
-2.412322,15.365044,360.0
-2.4060113,15.345357,360.5
-2.4220846,15.403066,361.0
-2.6571689,13.234361,361.5
-2.404962,15.349983,362.0
-2.3147225,15.4565,362.5
-2.2844882,15.445601,363.0
-2.3845518,15.335425,363.5
-2.504302,15.283812,364.0
-2.4887924,15.228768,364.5
-2.3488333,15.298441,365.0
-2.4989135,15.236257,365.5
-2.4005315,15.587729,366.0
-2.4587946,15.464761,366.5
-2.307241,15.45611,367.0
-2.400161,15.311168,367.5
-2.195654,15.30331,368.0
-2.4436898,15.379003,368.5
-2.276188,15.505364,369.0
-2.277875,15.5868,369.5
-1.9528764,16.155363,370.0
-1.8019723,16.380793,370.5
-1.7243396,16.287416,371.0
-1.8485196,16.304317,371.5
-1.7917511,16.306509,372.0
-1.7799157,16.340456,372.5
-1.739441,16.169462,373.0
-1.6984694,16.497559,373.5
-1.940932,16.172188,374.0
-1.9451022,16.195408,374.5
-2.0293877,16.196836,375.0
-2.0822384,16.028175,375.5
-2.035555,16.042383,376.0
-2.046839,16.232391,376.5
-1.9214038,16.269253,377.0
-1.7984347,16.526936,377.5
-1.9249036,16.201866,378.0
-1.8072795,16.457878,378.5
-1.7203851,16.632574,379.0
-1.4510384,17.157932,379.5
-1.3937963,17.276352,380.0
-1.3685791,17.262684,380.5
-1.4208598,17.315224,381.0
-1.3811241,17.282099,381.5
-1.4716694,17.194931,382.0
-1.3434662,17.323257,382.5
-1.4959544,17.10865,383.0
-1.2047821,17.542107,383.5
-1.3521199,17.437477,384.0
-1.2129496,17.544823,384.5
-1.285555,17.500992,385.0
-1.2055464,17.59623,385.5
-1.1873542,17.682564,386.0
-1.2300057,17.67655,386.5
-0.95948833,18.136133,387.0
-1.1180185,17.655964,387.5
-1.1400977,17.76835,388.0
-1.0747169,17.742243,388.5
-1.1687324,17.727348,389.0
-1.202794,17.661146,389.5
-1.0731777,17.844894,390.0
-1.0489968,17.855556,390.5
-0.9365375,18.159443,391.0
-0.8141014,18.451502,391.5
-0.91965836,18.271936,392.0
-0.80743414,18.492287,392.5
-0.8303863,18.477942,393.0
-0.8048645,18.48791,393.5
-0.8449189,18.46949,394.0
-0.7330509,18.59333,394.5
-0.7770674,18.499062,395.0
-0.83993965,18.532196,395.5
-0.7717141,18.5675,396.0
-0.80745494,18.513844,396.5
-0.7872331,18.556517,397.0
-0.8467165,18.518858,397.5
-0.7460379,18.594675,398.0
-0.76098186,18.571154,398.5
-0.7449619,18.608524,399.0
-0.8051561,18.602108,399.5
5.2154846,14.632419,400.0
5.2217946,14.594545,400.5
5.2458544,14.564685,401.0
5.2645016,14.593026,401.5
5.316127,14.507293,402.0
5.2908916,14.6056,402.5
5.1093583,14.700791,403.0
5.2459846,14.56454,403.5
5.1727715,14.6655655,404.0
5.220337,14.555834,404.5
5.309784,14.537162,405.0
5.2807207,14.508507,405.5
5.241214,14.574354,406.0
5.155771,14.468763,406.5
5.244008,14.636899,407.0
5.193955,14.596972,407.5
5.2401886,14.70013,408.0
5.164021,14.846075,408.5
5.2913566,14.649576,409.0
5.135725,14.909313,409.5
5.043806,15.221087,410.0
5.0752172,15.177185,410.5
5.0382237,15.22521,411.0
5.017578,15.322879,411.5
5.038447,15.283251,412.0
5.08563,15.368585,412.5
4.997651,15.235491,413.0
5.0732813,15.295353,413.5
4.944676,15.376471,414.0
4.991155,15.381897,414.5
4.9334984,15.358831,415.0
5.077283,15.339863,415.5
4.9453893,15.4036255,416.0
4.9791994,15.440274,416.5
4.935097,15.427237,417.0
5.012655,15.4818535,417.5
4.9989376,15.413787,418.0
5.020774,15.558198,418.5
4.982995,15.3865795,419.0
4.9134746,15.454746,419.5
10.812806,-6.2961907,420.0
10.795642,-6.3331275,420.5
10.902541,-6.3562827,421.0
10.817411,-6.273937,421.5
10.862588,-6.2471685,422.0
10.882841,-6.318015,422.5
10.77445,-6.244684,423.0
10.901216,-6.269018,423.5
10.725181,-6.1926727,424.0
10.757874,-6.2455916,424.5
10.960088,-6.3994207,425.0
10.76711,-6.305858,425.5
10.832817,-6.2619734,426.0
11.027158,-6.444757,426.5
10.885541,-6.343067,427.0
10.879577,-6.3998804,427.5
11.086514,-6.460659,428.0
11.111342,-6.4614997,428.5
11.185411,-6.5254035,429.0
11.242336,-6.575624,429.5
11.405483,-6.5614443,430.0
11.409447,-6.5851326,430.5
11.430555,-6.5965915,431.0
11.352041,-6.5739555,431.5
11.414,-6.5808053,432.0
11.644543,-6.6751747,432.5
11.581303,-6.6247525,433.0
11.747253,-6.7171383,433.5
11.795687,-6.716693,434.0
11.7334175,-6.67475,434.5
11.842044,-6.7551107,435.0
11.868167,-6.75359,435.5
11.880796,-6.748144,436.0
11.8856945,-6.752619,436.5
11.93955,-6.7984576,437.0
12.03538,-6.8622684,437.5
12.074263,-6.8859997,438.0
12.02319,-6.8523464,438.5
12.071783,-6.897223,439.0
12.16317,-6.9540086,439.5
12.576348,-7.1414356,440.0
12.803169,-7.248399,440.5
12.875366,-7.243631,441.0
12.988134,-7.3574204,441.5
12.889991,-7.2655783,442.0
12.916543,-7.282975,442.5
12.97338,-7.3772454,443.0
13.1201515,-7.4667926,443.5
13.053577,-7.3959656,444.0
13.040515,-7.389737,444.5
13.105013,-7.4749064,445.0
13.037826,-7.3793116,445.5
13.043195,-7.4112897,446.0
12.996076,-7.2913275,446.5
13.134423,-7.4869275,447.0
13.085136,-7.4079804,447.5
13.131282,-7.3059344,448.0
13.045265,-7.3632994,448.5
13.074932,-7.40597,449.0
13.040087,-7.358805,449.5
16.53641,-9.364683,450.0
16.584776,-9.451977,450.5
16.732357,-9.547842,451.0
16.779095,-9.610993,451.5
16.835693,-9.594033,452.0
16.928404,-9.64313,452.5
16.660257,-9.530512,453.0
16.655117,-9.465071,453.5
16.910145,-9.60768,454.0
16.994724,-9.568544,454.5
16.862732,-9.599154,455.0
16.717356,-9.500398,455.5
16.810713,-9.668996,456.0
16.68092,-9.479628,456.5
16.695469,-9.502838,457.0
16.671377,-9.474282,457.5
16.612108,-9.448928,458.0
16.642178,-9.43356,458.5
16.728992,-9.328337,459.0
16.596216,-9.481275,459.5
14.873983,-0.09542613,460.0
15.024025,-0.1807418,460.5
14.83968,-0.011666743,461.0
14.91317,0.026620751,461.5
14.929312,-0.070013754,462.0
14.945679,-0.08601085,462.5
14.984343,-0.13753301,463.0
15.041252,-0.21551865,463.5
14.944851,-0.1284197,464.0
14.808448,0.049966212,464.5
14.933125,-0.1608439,465.0
14.953781,-0.11828674,465.5
14.977531,-0.17744792,466.0
14.94357,-0.07870215,466.5
15.0045805,-0.13102914,467.0
14.844197,-0.056679487,467.5
14.942877,-0.09319696,468.0
14.847606,0.032739453,468.5
14.9531,-0.083154395,469.0
14.871448,0.028197477,469.5
17.494177,-9.77275,470.0
17.560219,-9.823824,470.5
17.594975,-9.8002405,471.0
17.640022,-9.824499,471.5
17.702353,-9.836879,472.0
17.799177,-9.863524,472.5
17.969477,-9.841711,473.0
17.897194,-10.013382,473.5
17.694412,-9.803607,474.0
17.855549,-9.910442,474.5
17.925732,-9.937923,475.0
18.026321,-9.896728,475.5
18.061607,-9.830465,476.0
18.187574,-9.876233,476.5
18.20529,-9.980468,477.0
18.367846,-9.875907,477.5
18.38527,-9.98325,478.0
18.346706,-9.885241,478.5
18.337135,-9.947982,479.0
18.244162,-9.93571,479.5
18.597414,-9.97881,480.0
18.596188,-9.917341,480.5
18.696367,-9.997864,481.0
18.85976,-9.943916,481.5
18.747646,-10.062738,482.0
18.734177,-9.907341,482.5
18.664312,-9.931065,483.0
18.662813,-9.926946,483.5
18.857937,-10.15158,484.0
19.009491,-10.177819,484.5
18.873636,-10.042016,485.0
18.899405,-9.948829,485.5
