chain,best_n_clusters,best_silhouette_score,best_Tg
0,2,0.9418982863426208,355.0
1,2,0.9228830337524414,370.0
2,2,0.9477214217185974,378.5
3,3,0.8396596908569336,380.0
4,3,0.7762093544006348,380.0
5,4,0.8799445629119873,321.5
6,2,0.9146308302879333,390.0
7,6,0.8607943654060364,351.5
8,6,0.8563948273658752,350.0
9,3,0.8279818296432495,350.0
10,5,0.9123496413230896,350.0
11,2,0.8788654208183289,420.0
12,2,0.9285696744918823,400.0
13,3,0.8619058728218079,370.5
14,3,0.8747936487197876,420.0
15,5,0.7861685752868652,350.0
16,3,0.9519113302230835,374.5
17,2,0.9312635660171509,360.0
18,2,0.8833880424499512,400.0
19,2,0.8575971722602844,370.0
20,2,0.8599650263786316,470.0
21,4,0.7926152944564819,380.5
22,3,0.8017364144325256,341.5
23,5,0.8420095443725586,346.5
24,3,0.8244470357894897,370.0
