,chain,Tg
0,0.0,310.0
0,1.0,344.5
0,2.0,314.0
0,3.0,344.0
0,4.0,380.5
0,5.0,342.5
0,6.0,334.0
0,7.0,340.0
0,8.0,360.5
0,9.0,358.5
0,10.0,360.5
0,11.0,360.5
0,12.0,340.0
0,13.0,276.0
0,14.0,360.5
0,15.0,385.5
0,16.0,229.0
0,17.0,359.5
0,18.0,369.0
0,19.0,255.5
0,20.0,360.0
0,21.0,347.0
0,22.0,342.5
0,23.0,313.0
0,24.0,360.5
1,mean,337.9
