temp,UMAP1,UMAP2,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Grid_X,Grid_Y,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10
200.0,-15.58509,9.654008,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
200.5,-15.729252,9.344429,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
201.0,-14.285748,9.280423,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
201.5,-16.345175,9.894927,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.0,-15.612533,9.640694,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
202.5,-16.297012,9.79402,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.0,-16.308447,9.456641,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
203.5,-15.934689,9.897305,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.0,-16.285328,9.758812,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
204.5,-16.417625,9.608178,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.0,-16.116333,9.988541,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
205.5,-14.180043,9.418953,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
206.0,-16.28029,9.867918,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
206.5,-16.496115,10.03699,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.0,-16.058924,10.101297,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
207.5,-16.188217,10.206174,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
208.0,-16.355122,9.920021,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
208.5,-16.157547,10.175634,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.0,-15.84344,9.331116,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
209.5,-16.332596,9.836892,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
210.0,-16.108618,9.536217,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
210.5,-16.108202,9.443348,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
211.0,-16.074598,10.233443,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
211.5,-14.341662,9.543736,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
212.0,-16.214617,10.187753,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
212.5,-14.415212,9.43422,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
213.0,-14.342276,9.344511,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
213.5,-14.3622,9.355919,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
214.0,-15.809884,9.673822,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
214.5,-15.7717905,9.7743025,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
215.0,-15.749652,9.7394085,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
215.5,-16.50123,9.823918,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
216.0,-16.192902,10.00071,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
216.5,-15.627849,9.520593,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
217.0,-16.004091,9.35976,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
217.5,-15.598151,9.331881,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
218.0,-16.353127,9.742794,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
218.5,-15.673309,9.922212,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
219.0,-14.452093,9.451736,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
219.5,-15.727267,9.895875,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
220.0,-14.596985,9.573923,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
220.5,-15.725443,9.539717,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
221.0,-15.448943,9.4741745,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
221.5,-15.843154,9.215035,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
222.0,-14.597904,9.292169,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
222.5,-15.573881,9.367298,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
223.0,-15.874854,9.588412,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
223.5,-16.618773,9.643545,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
224.0,-15.955578,9.252049,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
224.5,-16.611881,9.5580435,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
225.0,-15.872519,9.572936,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
225.5,-15.960166,9.576492,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
226.0,-15.553544,9.537499,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
226.5,-14.245933,9.344111,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
227.0,-16.6132,9.924034,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
227.5,-15.722681,9.354703,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
228.0,-16.237713,10.28585,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
228.5,-16.052555,10.009948,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
229.0,-16.31417,10.238015,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
229.5,-15.5323105,9.398237,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
230.0,-15.811581,9.786323,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
230.5,-14.551163,9.468129,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
231.0,-14.037204,9.568794,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
231.5,-15.695802,9.2680235,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
232.0,-16.281008,9.8176,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
232.5,-16.244802,9.450589,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
233.0,-15.824055,10.184588,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
233.5,-14.324311,9.65697,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
234.0,-16.24923,10.14112,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
234.5,-16.247232,9.337328,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
235.0,-15.508654,9.757057,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
235.5,-15.586792,10.047453,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
236.0,-14.215901,9.737805,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
236.5,-14.220171,9.674197,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
237.0,-16.04192,10.271629,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
237.5,-15.677932,9.659538,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
238.0,-14.674522,9.703833,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
238.5,-14.458229,9.597837,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
239.0,-16.312431,10.152746,0,1,3,3,1,0,1,0,7,-2,1,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
239.5,-15.795292,9.937758,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
240.0,-14.49985,8.989724,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
240.5,-16.02798,9.720735,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
241.0,-14.16049,9.321225,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
241.5,-14.107753,9.490901,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
242.0,-16.029823,9.880958,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
242.5,-14.409486,9.169212,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
243.0,-14.256051,9.323913,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
243.5,-14.31469,9.322272,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
244.0,-14.337663,9.306364,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
244.5,-16.007324,9.475606,0,1,3,3,1,0,1,0,7,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,glassy
245.0,-14.9416065,9.090181,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
245.5,-14.383405,9.107114,0,1,3,3,1,0,1,0,9,-2,0,rubbery,rubbery,glassy,glassy,glassy,glassy,glassy,glassy,rubbery
